"pair_id","decision","reason","contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status"
"PAIR_3E8897BC64427B96FF7EACE7","MERGE","source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; one-sided row confirmed printed on page 10 from the page image.","2026-08-22.2","SRC034","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","Financials","01-financials","CORE","ADJUDICATED","financial_statement_observation","10","TABLE","Combining Statement of Operations","Combining Statement of Operations","Professional fees","Versa Capital Fund II, L.P.","1","reporting_entity","Professional fees","","","","","","","","","March 31, 2018","","","$","fund_expense","Professional fees","209,620","","","","","","87,205 209,620 Professional fees","actual","","",""
"PAIR_AF202768E7EA59E5433AA9F1","MERGE","source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; one-sided row confirmed printed on page 10 from the page image.","2026-08-22.2","SRC034","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","Financials","01-financials","CORE","ADJUDICATED","financial_statement_observation","10","TABLE","Combining Statement of Operations","Combining Statement of Operations","Professional fees","Versa Capital Fund II-A, L.P.","1","reporting_entity","Professional fees","","","","","","","","","March 31, 2018","","","$","fund_expense","Professional fees","87,205","","","","","","87,205 209,620 Professional fees","actual","","",""
"PAIR_2AB7F22D9A99BBE68D1B2C21","REJECT","Printed on page 10, but a combined realized-plus-unrealized total is neither realized_gain_loss nor unrealized_gain_loss.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_CB7E0CA85B0CC277FB1279B2","REJECT","Printed on page 10, but a combined realized-plus-unrealized total is neither realized_gain_loss nor unrealized_gain_loss.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_4D2C3F380B1D11E05770F318","REJECT","Printed on page 10, but a combined realized-plus-unrealized total is neither realized_gain_loss nor unrealized_gain_loss.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_9D47D98605DA475FFA54BCBA","MERGE","source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; source_section is the page heading `Investor Contributions and Distributions`; B used the box title, which belongs in source_table.","2026-08-22.2","SRC034","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","Financials","01-financials","CORE","ADJUDICATED","fund_economics_observation","11","TABLE","Investor Contributions and Distributions","Distributions","1/01/2009","Preferred Return","1","investor","Pennsylvania Public School Employees' Retirement System (PSERS)","","","","","","","","","","1/01/2009","","$","preferred_return","Preferred Return","$92,208.90","","","","","","92,208.90","actual","","",""
"PAIR_B1D8A6BE5992EBAFDC1485EC","MERGE","source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; source_section is the page heading `Investor Contributions and Distributions`; B used the box title, which belongs in source_table.","2026-08-22.2","SRC034","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","Financials","01-financials","CORE","ADJUDICATED","fund_economics_observation","11","TABLE","Investor Contributions and Distributions","Distributions","1/01/2009","Total","1","investor","Pennsylvania Public School Employees' Retirement System (PSERS)","","","","","","","","","","1/01/2009","","$","distribution","Total","$92,208.90","","","","","","92,208.90","actual","","",""
"PAIR_979C6A04C8051FE99731D09F","MERGE","source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; source_section is the page heading `Investor Contributions and Distributions`; B used the box title, which belongs in source_table.","2026-08-22.2","SRC034","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","Financials","01-financials","CORE","ADJUDICATED","fund_economics_observation","11","TABLE","Investor Contributions and Distributions","Distributions","1/01/2011","Preferred Return","1","investor","Pennsylvania Public School Employees' Retirement System (PSERS)","","","","","","","","","","1/01/2011","","$","preferred_return","Preferred Return","$93,750.00","","","","","","93,750.00","actual","","",""
"PAIR_529DE8FA2756810A7D17B2F6","MERGE","source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; source_section is the page heading `Investor Contributions and Distributions`; B used the box title, which belongs in source_table.","2026-08-22.2","SRC034","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","Financials","01-financials","CORE","ADJUDICATED","fund_economics_observation","11","TABLE","Investor Contributions and Distributions","Distributions","1/01/2011","Total","1","investor","Pennsylvania Public School Employees' Retirement System (PSERS)","","","","","","","","","","1/01/2011","","$","distribution","Total","$93,750.00","","","","","","93,750.00","actual","","",""
"PAIR_312BCD64A2E1C8EB50F3690F","MERGE","source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; source_section is the page heading `Investor Contributions and Distributions`; B used the box title, which belongs in source_table.","2026-08-22.2","SRC034","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","Financials","01-financials","CORE","ADJUDICATED","fund_economics_observation","11","TABLE","Investor Contributions and Distributions","Distributions","10/01/2009","Preferred Return","1","investor","Pennsylvania Public School Employees' Retirement System (PSERS)","","","","","","","","","","10/01/2009","","$","preferred_return","Preferred Return","$187,500.00","","","","","","187,500.00","actual","","",""
"PAIR_351407C72CDCEF5A91445813","MERGE","source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; source_section is the page heading `Investor Contributions and Distributions`; B used the box title, which belongs in source_table.","2026-08-22.2","SRC034","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","Financials","01-financials","CORE","ADJUDICATED","fund_economics_observation","11","TABLE","Investor Contributions and Distributions","Distributions","10/01/2009","Total","1","investor","Pennsylvania Public School Employees' Retirement System (PSERS)","","","","","","","","","","10/01/2009","","$","distribution","Total","$187,500.00","","","","","","187,500.00","actual","","",""
"PAIR_CB8E13A979A0C818948129CF","MERGE","source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; source_section is the page heading `Investor Contributions and Distributions`; B used the box title, which belongs in source_table.","2026-08-22.2","SRC034","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","Financials","01-financials","CORE","ADJUDICATED","fund_economics_observation","11","TABLE","Investor Contributions and Distributions","Distributions","10/01/2010","Preferred Return","1","investor","Pennsylvania Public School Employees' Retirement System (PSERS)","","","","","","","","","","10/01/2010","","$","preferred_return","Preferred Return","$93,750.00","","","","","","93,750.00","actual","","",""
"PAIR_ABDB52D92714E6FA32CC82AB","MERGE","source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; source_section is the page heading `Investor Contributions and Distributions`; B used the box title, which belongs in source_table.","2026-08-22.2","SRC034","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","Financials","01-financials","CORE","ADJUDICATED","fund_economics_observation","11","TABLE","Investor Contributions and Distributions","Distributions","10/01/2010","Total","1","investor","Pennsylvania Public School Employees' Retirement System (PSERS)","","","","","","","","","","10/01/2010","","$","distribution","Total","$93,750.00","","","","","","93,750.00","actual","","",""
"PAIR_203395569765A40E6FC5C804","MERGE","source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; source_section is the page heading `Investor Contributions and Distributions`; B used the box title, which belongs in source_table; metric_category `contribution` follows the printed row label.","2026-08-22.2","SRC034","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","Financials","01-financials","CORE","ADJUDICATED","fund_economics_observation","11","TABLE","Investor Contributions and Distributions","Contributions","11/14/2008","Amount","1","investor","Pennsylvania Public School Employees' Retirement System (PSERS)","","","","","","","","","","11/14/2008","","$","contribution","Amount","$4,500,000.00","","","","","","4,500,000.00","actual","","",""
"PAIR_4C8D41ED1005825DD15A5CC9","MERGE","source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; source_section is the page heading `Investor Contributions and Distributions`; B used the box title, which belongs in source_table; metric_category `contribution` follows the printed row label.","2026-08-22.2","SRC034","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","Financials","01-financials","CORE","ADJUDICATED","fund_economics_observation","11","TABLE","Investor Contributions and Distributions","Contributions","12/02/2009","Amount","1","investor","Pennsylvania Public School Employees' Retirement System (PSERS)","","","","","","","","","","12/02/2009","","$","contribution","Amount","$15,000,000.00","","","","","","15,000,000.00","actual","","",""
"PAIR_D0B71E0C45EA0F482DA6A27D","MERGE","source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; source_section is the page heading `Investor Contributions and Distributions`; B used the box title, which belongs in source_table; metric_category `contribution` follows the printed row label.","2026-08-22.2","SRC034","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","Financials","01-financials","CORE","ADJUDICATED","fund_economics_observation","11","TABLE","Investor Contributions and Distributions","Contributions","12/03/2010","Amount","1","investor","Pennsylvania Public School Employees' Retirement System (PSERS)","","","","","","","","","","12/03/2010","","$","contribution","Amount","$3,750,000.00","","","","","","3,750,000.00","actual","","",""
"PAIR_048FA81D03043B673543929A","MERGE","source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; source_section is the page heading `Investor Contributions and Distributions`; B used the box title, which belongs in source_table; metric_category `contribution` follows the printed row label.","2026-08-22.2","SRC034","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","Financials","01-financials","CORE","ADJUDICATED","fund_economics_observation","11","TABLE","Investor Contributions and Distributions","Contributions","2/16/2010","Amount","1","investor","Pennsylvania Public School Employees' Retirement System (PSERS)","","","","","","","","","","2/16/2010","","$","contribution","Amount","$3,000,000.00","","","","","","3,000,000.00","actual","","",""
"PAIR_FF962C2F814CFE698EFD165F","MERGE","source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; source_section is the page heading `Investor Contributions and Distributions`; B used the box title, which belongs in source_table; metric_category `contribution` follows the printed row label.","2026-08-22.2","SRC034","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","Financials","01-financials","CORE","ADJUDICATED","fund_economics_observation","11","TABLE","Investor Contributions and Distributions","Contributions","3/21/2011","Amount","1","investor","Pennsylvania Public School Employees' Retirement System (PSERS)","","","","","","","","","","3/21/2011","","$","contribution","Amount","$7,500,000.00","","","","","","7,500,000.00","actual","","",""
"PAIR_A67179A5EF3CAB3634B5507E","MERGE","source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; source_section is the page heading `Investor Contributions and Distributions`; B used the box title, which belongs in source_table.","2026-08-22.2","SRC034","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","Financials","01-financials","CORE","ADJUDICATED","fund_economics_observation","11","TABLE","Investor Contributions and Distributions","Distributions","4/01/2009","Preferred Return","1","investor","Pennsylvania Public School Employees' Retirement System (PSERS)","","","","","","","","","","4/01/2009","","$","preferred_return","Preferred Return","$93,750.00","","","","","","93,750.00","actual","","",""
"PAIR_0E18497491D21012B69F343E","MERGE","source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; source_section is the page heading `Investor Contributions and Distributions`; B used the box title, which belongs in source_table.","2026-08-22.2","SRC034","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","Financials","01-financials","CORE","ADJUDICATED","fund_economics_observation","11","TABLE","Investor Contributions and Distributions","Distributions","4/01/2009","Total","1","investor","Pennsylvania Public School Employees' Retirement System (PSERS)","","","","","","","","","","4/01/2009","","$","distribution","Total","$93,750.00","","","","","","93,750.00","actual","","",""
"PAIR_BD01995761755697E488AAA7","MERGE","source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; source_section is the page heading `Investor Contributions and Distributions`; B used the box title, which belongs in source_table.","2026-08-22.2","SRC034","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","Financials","01-financials","CORE","ADJUDICATED","fund_economics_observation","11","TABLE","Investor Contributions and Distributions","Distributions","4/01/2010","Preferred Return","1","investor","Pennsylvania Public School Employees' Retirement System (PSERS)","","","","","","","","","","4/01/2010","","$","preferred_return","Preferred Return","$93,750.00","","","","","","93,750.00","actual","","",""
"PAIR_93C02AB4095D85F97C0560D7","MERGE","source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; source_section is the page heading `Investor Contributions and Distributions`; B used the box title, which belongs in source_table.","2026-08-22.2","SRC034","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","Financials","01-financials","CORE","ADJUDICATED","fund_economics_observation","11","TABLE","Investor Contributions and Distributions","Distributions","4/01/2010","Total","1","investor","Pennsylvania Public School Employees' Retirement System (PSERS)","","","","","","","","","","4/01/2010","","$","distribution","Total","$93,750.00","","","","","","93,750.00","actual","","",""
