record_group,field_name,source_labels_seen,definition,first_seen_file_id,files_processed,files_checked_for_field,files_with_field,presence_pct,total_observations,avg_observations_when_present,extractability,alt_investment_use,provisional_class,merged_into,example_file_id,example_page,notes
performance_series,period_label,"Fiscal YTD 9 Months; 1 Year; 3 Year; 5 Year; 10 Year; QTD IRR; YTD IRR; 1 Yr IRR; 3 Yr IRR; 5 Yr IRR; Inception; Quarter; Y-T-D; 1-Year; 3-Year; 5-Year; 10-Year; Inception; 3 months; 1 year; 3 years p.a.; 5 years p.a.; Since launch p.a.; QTR Return; IRR; 1 YEAR RETURN; 3 YEAR RETURN; 5 YEAR RETURN; 10 YEAR RETURN; SINCE INCEPTION; QTD; CYTD; 1 Year; 3 Years; 5 Years; 7 Years; 10 Years; Since Inception; Second Quarter; YTD; 1 Yr; 3 Yrs; 5 Yrs; 10 Yrs; Inception; QTD; YTD; 1 Yr; 3 Yrs; 5 Yrs; 10 Yrs; 20 Yrs; 25 Yrs; Inception; calendar year; Quarter ending September 30, 2025; 1 Year; 3 Years; 5 Years; 10 Years",Printed horizon/measurement period for a performance value.,SRC384,10,10,10,100.0,95,9.5,high,high,CORE,,SRC384,2,
performance_series,return_value,Annualized Returns; net return; Q1 Return; Net IRR; IRR; Point-to-Point IRR; Since Inception IRR; Fund performance; cumulative performance; QTR Return; IRR; IRR; TWR; Performance (%); % Return; Return; Performance Summary (Net); Annualized Return; Total Return; Trailing Net Performance; Net Return; nIRR; Net IRR; Plan; net returns; gross returns; quarter return,Reported portfolio/sleeve return for a stated horizon.,SRC384,10,10,10,100.0,3518,351.8,high,high,MERGED,metric_value,SRC384,2,Checkpoint 10: standardized into generic repeating measure/value structure.
performance_series,benchmark_name,Policy Benchmark; Total Plan Policy Benchmark; ILPA Private Markets All PE; NFI-ODCE VW Benchmark; Blended Benchmark; Fund Benchmark; CPI; SONIA; MSCI World Index; Russell 3000; Burgiss Private iQ Pooled PE Benchmark; Top-Quartile; Total Fund Custom Benchmark; Burgiss Custom Index; MSCI; Russell; Policy Index; Russell; MSCI; NFI; Bloomberg; Dynamic Benchmark; Total Fund Benchmark; asset-class benchmark; Peer Group; Index; Russell 3000; NCREIF ODCE; CPI + 3%; FTSE 3-month Treasury Bill; Wilshire All Public Plans,Printed benchmark associated with a performance scope.,SRC384,10,10,9,90.0,271,30.1,high,high,CORE,,SRC384,2,
performance_series,benchmark_return,Policy Benchmark; Upper Quartile; Median; Pooled Average; Lower Quartile; Benchmark-Blended Return; Blended Return; Implied PME; pooled benchmark; top-quartile; benchmark performance; Policy Index; benchmark row; benchmark rows; peer medians/quartiles; Index; benchmark return,Reported benchmark return for a stated horizon.,SRC384,10,10,9,90.0,2213,245.9,high,high,MERGED,benchmark_value,SRC384,2,Checkpoint 10: standardized into generic repeating measure/value structure.
performance_series,excess_return,Value Added; Outperformance/(Underperformance); Difference; Excess Return; Total Value Added; Annualized Excess Return; % Diff; Quarterly Excess Returns; Excess Performance; % Diff; underperformed by 838bps; outperforming benchmark by basis points,Reported performance difference/value added versus benchmark.,SRC384,10,10,6,60.0,233,38.8,high,high,MERGED,metric_value,SRC384,2,Checkpoint 10: standardized into generic repeating measure/value structure.
portfolio_summary,commitment_amount,Cumulative Commitments; Commitment; Capital Committed; Commitment ($M); New Commitments; Committed; Commitment Amount; Committed Capital; COMMITMENT,Reported commitment amount for portfolio/program/fund.,SRC455,10,10,5,50.0,398,79.6,high,high,MERGED,fund_measure_value,SRC455,2,Checkpoint 10: standardized into generic repeating measure/value structure.
portfolio_summary,paid_in_capital,Cumulative Paid in Capital; Paid-In Capital; I-T-D Contributions; Called; Paid in Capital; Total Contributed (TC); CONTRIBUTIONS; Called; Contributions,Capital contributed/paid in to date.,SRC455,10,10,5,50.0,386,77.2,high,high,MERGED,fund_measure_value,SRC455,2,Checkpoint 10: standardized into generic repeating measure/value structure.
portfolio_summary,distributions_to_date,Cumulative Distributions; Distributions; I-T-D Distributions; Distributed; Cumulative Distributions; Total Distributed (TD); DISTRIBUTIONS,Cumulative capital distributed to investor/program.,SRC455,10,10,5,50.0,386,77.2,high,high,MERGED,fund_measure_value,SRC455,2,Checkpoint 10: standardized into generic repeating measure/value structure.
portfolio_summary,unfunded_commitment,Unfunded Commitment; Capital To Be Funded; Unfunded Commitment; Unfunded; Uncalled Commitment,Reported remaining commitment/unfunded amount.,SRC455,10,10,5,50.0,81,16.2,high,high,MERGED,fund_measure_value,SRC455,5,Checkpoint 10: standardized into generic repeating measure/value structure.
portfolio_summary,allocation_pct,Current Allocation; Reported Value; % of Market Value; Market Value %; Asset allocation (%); Market Value Allocation by Asset Class; % OF TOTAL; Allocation (%); % of Portfolio; Current; Current Allocation; % of Portfolio; Market Value allocation; Actual Asset Allocation; % of Total FV,Current portfolio allocation percentage.,SRC455,10,10,9,90.0,453,50.3,high,high,CORE,,SRC455,2,
portfolio_summary,target_allocation_pct,Target Allocation; Investment Strategy Target; Target (%); Policy %; Policy; Policy; Target Allocation; IPS Target Asset Allocation; Target,Policy/target allocation percentage or range.,SRC455,10,10,6,60.0,63,10.5,high,high,CORE,,SRC455,2,
period_activity,capital_calls,Q1 Capital Calls; Called; CHANGE; Contributions; Quarterly Cash Flow Activity; Contributions; Capital Calls History,Capital called during the reporting period.,SRC455,10,10,4,40.0,74,18.5,high,high,MERGED,activity_value,SRC455,2,Checkpoint 10: standardized into generic repeating measure/value structure.
period_activity,period_distributions,Q1 Distributions; Distributed; CHANGE; Distributions; Quarterly Cash Flow Activity; Distributions; Distributions History,Distributions during the reporting period.,SRC455,10,10,5,50.0,79,15.8,high,high,MERGED,activity_value,SRC455,2,Checkpoint 10: standardized into generic repeating measure/value structure.
period_activity,nav_change,Q1 Increase in NAV; Net Value Changed; NAV; CHANGE; Quarterly Valuation Movement; Gain/Loss; Net Investment Change; NAV history,Reported period change/increase in NAV.,SRC455,10,10,5,50.0,68,13.6,high,high,MERGED,activity_value,SRC455,2,Checkpoint 10: standardized into generic repeating measure/value structure.
period_activity,period_value_added,Q1 Increase in Value Added,Reported period increase/change in value added.,SRC455,10,10,1,10.0,1,1.0,high,high,DROP,,SRC455,2,
fund_performance,fund_name,Partnership Name; Investment; Fund; USS Growth Fund; Underlying fund information; Investment Name; FUND; Partnership; Account Name,Printed fund/partnership name.,SRC455,10,10,6,60.0,484,80.7,high,high,EXTENSION,,SRC455,10,
fund_performance,vintage_year,Vintage; Vintage Year; VINTAGE,Printed fund vintage year.,SRC455,10,10,4,40.0,390,97.5,high,high,EXTENSION,,SRC455,10,
fund_performance,investment_strategy,Investment Strategy; BUYOUT; CO-INVESTMENT; DISTRESSED; Fund Type; Strategic Asset Allocation; Management style; Asset class; Asset Class; Total Private Equity Program; Total Real Assets Program; SECTOR; Buyouts; Growth Equity; Special Situations; Focus; Type; Asset Class; Strategy,Printed strategy or strategy section associated with fund/portfolio.,SRC455,10,10,6,60.0,282,47.0,high,high,EXTENSION,,SRC455,5,
fund_performance,additional_fees_amount,Additional Fees; Addtnl Fees,Reported additional fees at fund level.,SRC455,10,10,2,20.0,165,82.5,high,high,MERGED,fund_measure_value,SRC455,12,Checkpoint 10: standardized into generic repeating measure/value structure.
fund_performance,residual_value,Valuation; Reported Value; MARKET VALUE; Remaining Market Value; Fair Value; NAV,Reported current fund valuation/residual value.,SRC455,10,10,4,40.0,390,97.5,high,high,MERGED,fund_measure_value,SRC455,12,Checkpoint 10: standardized into generic repeating measure/value structure.
fund_performance,total_value_amount,Total Value; Total Value (TV = TD + RMV); NAV + Distributions; total,Reported total value for a fund/program.,SRC455,10,10,4,40.0,173,43.2,high,high,MERGED,fund_measure_value,SRC455,12,Checkpoint 10: standardized into generic repeating measure/value structure.
fund_performance,gain_loss,Net Benefit; Value Added; Gain/Loss; GAIN/LOSS; Since Inception Gain/Loss; Gain/Loss ($M); Net Investment Change; investment gain; Policy Difference; Net Investment Change; Value Creation,Reported net benefit/value added for a fund or total.,SRC455,10,10,6,60.0,422,70.3,high,high,MERGED,fund_measure_value,SRC455,12,Checkpoint 10: standardized into generic repeating measure/value structure.
fund_performance,called_pct,Call Ratio; Called,Reported capital called divided by commitment.,SRC455,10,10,3,30.0,166,55.3,high,high,MERGED,fund_measure_value,SRC455,12,Checkpoint 10: standardized into generic repeating measure/value structure.
fund_performance,dpi,DPI Ratio; Distributions/Paid In; DPI; DPI Ratio; Net DPI,Reported distributions-to-paid-in multiple.,SRC455,10,10,4,40.0,168,42.0,high,high,MERGED,fund_measure_value,SRC455,12,Checkpoint 10: standardized into generic repeating measure/value structure.
fund_performance,tvpi,TVPI Ratio; Total Value/Paid In; multiple on invested capital; Total Value Multiple; TVPI; TVPI Ratio; Net TVM; TVM; TVPI Multiple; Net TVM; net multiple,Reported total-value-to-paid-in multiple.,SRC455,10,10,5,50.0,402,80.4,high,high,MERGED,fund_measure_value,SRC455,12,Checkpoint 10: standardized into generic repeating measure/value structure.
fund_performance,net_irr,Net IRR %; Inception IRR; Since Inception IRR; Point-to-Point IRR; Net IRR; IRR; nIRR; Net IRR,Reported fund/program net internal rate of return.,SRC455,10,10,5,50.0,412,82.4,high,high,MERGED,fund_measure_value,SRC455,12,Checkpoint 10: standardized into generic repeating measure/value structure.
portfolio_summary,active_partnership_count,Active Partnerships,Reported count of active partnerships/funds.,SRC099,10,10,1,10.0,2,2.0,high,high,DROP,,SRC099,5,
period_activity,new_commitments,New Commitments; Commitments Approved and Executed; Quarterly change in Committed Capital; Historical Commitment Plan; commitment,New commitments made/approved in the reporting period.,SRC099,10,10,3,30.0,11,3.7,high,high,MERGED,activity_value,SRC099,3,Checkpoint 10: standardized into generic repeating measure/value structure.
period_activity,beginning_market_value,"Beginning Market Value; Market Value December 31, 2024; Beginning Market Value ($M)",Market value at start of reporting period.,SRC099,10,10,5,50.0,90,18.0,high,high,DROP,,SRC099,14,"Checkpoint 10: standardized into generic repeating measure/value structure.; Checkpoint 10 correction: beginning value is represented as market_value under the earlier period/as-of context, not an activity."
period_activity,ending_market_value,Ending Market Value,Market value at end of reporting period.,SRC099,10,10,1,10.0,5,5.0,high,high,MERGED,market_value,SRC099,14,Checkpoint 5: ending market value is current/as-of market_value.
portfolio_summary,total_exposure,Total Exposure; NAV + Unfunded; Potential Exposure,Reported total exposure including NAV/market value plus unfunded.,SRC099,10,10,1,10.0,8,8.0,high,high,DROP,,SRC099,14,
exposure_breakdown,exposure_dimension,Investment Structure; Strategic Asset Allocation; Regional Distribution; Asset Type Distribution; Asset allocation; Underlying Fund Information; Market Value Allocation by Asset Class; DPI and TVPI by Asset Class; Fund Geographic Diversification; Unfunded % By Vintage Year; Quarterly Cash Flow By Sector; Asset Allocation by Composite; by Sub-Composite; by Manager; Top Ten Equity Holdings; Sector Weights; Region Weights; Asset Allocation Summary; Top Holdings; Region Allocation Summary; Market Capitalization; Asset Allocation; Sector Weights; Credit Quality Allocation; Region Allocation; Market Capitalization; Current exposure; IPS Target Allocation vs. Actual Asset Allocation; Investment Managers & AUM; Fair Values; External Investment Expenses,Printed dimension used to segment portfolio exposure.,SRC099,10,10,8,80.0,72,9.0,high,high,EXTENSION,,SRC099,8,
exposure_breakdown,exposure_bucket,Direct; Closed-End; Core; Value Added; U.S.; Europe; Office; Global Developed Markets Equity; Private Markets; Liquidity; Agriculture; Infrastructure; Private Equity; Real Estate; Timber; North America; Global; Europe; Asia; vintage year; sector; asset class; manager; security; sector; region; composite; manager; security; region; market-cap bucket; asset class; manager; holding; sector; credit quality; region; fund; asset class; plan; advisor/manager; expense type,Printed category/bucket within an exposure dimension.,SRC099,10,10,8,80.0,835,104.4,high,high,EXTENSION,,SRC099,8,
exposure_breakdown,exposure_pct,% By Market Value; Market Value %; %; Asset allocation (%); Market Value Allocation; NAV % OF TOTAL; UNFUNDED % OF TOTAL; TOTAL EXPOSURE % OF TOTAL; Allocation (%); Portfolio Weight (%); Benchmark Weight (%); Active Weight (%); % of Portfolio; % of Total; Bench %; % Diff; Current Allocation; % Portfolio; sector/quality/region weights; portfolio/benchmark/difference; Actual Asset Allocation; % of Total FV; Share of Total Fee Paid,Reported percentage exposure/allocation for a bucket.,SRC099,10,10,8,80.0,1310,163.8,high,high,MERGED,exposure_value,SRC099,8,Checkpoint 10: standardized into generic repeating measure/value structure.
fund_performance,commitment_approval_date,Date Approved,Printed approval date for a commitment.,SRC099,10,10,1,10.0,4,4.0,high,high,DROP,,SRC099,3,
fund_performance,commitment_execution_date,Date Executed,Printed execution date for a commitment.,SRC099,10,10,1,10.0,4,4.0,high,high,DROP,,SRC099,3,
fund_performance,fund_type,Fund Type,Printed fund strategy/type for a commitment.,SRC099,10,10,1,10.0,4,4.0,high,high,MERGED,investment_strategy,SRC099,3,Checkpoint 5: fund type is a strategy/type label.
fund_performance,fund_size,Fund Size; assets under management,Reported size/AUM of a named fund or product.,SRC100,10,10,1,10.0,15,15.0,high,high,DROP,,SRC100,4,
fund_performance,fee_rate_pct,Fees (before subsidy); Fees (after subsidy); Estimated Annual Fee (%); Estimated Annual Fee (%); Fees,Reported management/fund fee rate.,SRC100,10,10,3,30.0,72,24.0,high,high,DROP,,SRC100,8,
portfolio_summary,inception_date,Launch date; Inception Date; Inception Dates; Inception Date; Incep. Date,"Printed inception/launch date of a portfolio, fund, composite, or product.",SRC100,10,10,6,60.0,215,35.8,high,medium,DROP,,SRC100,8,Back-check: SRC099 prints inception dates; SRC100 prints launch dates; SRC161 adds inception dates.
fund_performance,management_style,Management style; Active; Passive; Mix,Printed management style of fund/product.,SRC100,10,10,1,10.0,14,14.0,high,medium,DROP,,SRC100,8,
performance_series,volatility_pct,Five-year annualised fund volatility; Standard Deviation; Risk (Standard Deviation %); Annualized Standard Deviation; Upside Deviation; Downside Deviation,Reported volatility for stated horizon.,SRC100,10,10,3,30.0,38,12.7,high,high,DROP,,SRC100,8,
performance_series,return_target,Long Term Return Target; CPI+ 3.0% p.a.; Russell 3000 + 300 basis points; CPI + 300 basis points,Printed return objective/target.,SRC100,10,10,2,20.0,11,5.5,high,high,DROP,,SRC100,8,
exposure_breakdown,underlying_fund_weight,Fund(s) used in; percentage columns; private equity holdings % of portfolio,Reported weight of an underlying fund in a parent fund.,SRC100,10,10,2,20.0,80,40.0,high,medium,MERGED,exposure_value,SRC100,24,Checkpoint 10: standardized into generic repeating measure/value structure.
fund_performance,isin,ISIN/Link to fund information,Printed ISIN for underlying pooled fund.,SRC100,10,10,1,10.0,12,12.0,high,low,DROP,,SRC100,24,
fund_performance,fund_status,Active Funds; Completed Funds; Total: Active Investments; Total: Liquidated Investments,Printed lifecycle/status section applying to fund rows.,SRC452,10,10,2,20.0,103,51.5,high,medium,DROP,,SRC452,15,Back-check documents 1-4 found no equivalent row-level status; active partnership count is not a row status.
portfolio_summary,fund_count,private equity funds; Active Partnerships; PE Funds,Reported count of funds/partnerships in the portfolio.,SRC455,10,10,3,30.0,5,1.7,high,high,DROP,,SRC205,4,Back-checked docs 1-5: SRC455 and SRC099 contain equivalent fund/partnership counts.
portfolio_summary,manager_count,different managers; PE Managers; active managers,Reported count of managers/GP relationships.,SRC455,10,10,2,20.0,3,1.5,high,high,DROP,,SRC205,4,Back-checked docs 1-5: SRC455 contains manager count; others do not.
period_activity,net_cash_flow,Quarterly Net Cash Flow; Annual Net Cash Flow; net cash inflow; Net Cash Flow ($M); Net Cash Flow; Annual Net Cash Flow; Net Cash Flows Per-Quarter,Printed net cash-flow amount for a stated period.,SRC205,10,10,4,40.0,120,30.0,high,high,MERGED,activity_value,SRC205,12,Checkpoint 10: standardized into generic repeating measure/value structure.
exposure_breakdown,exposure_measure,Reported Value; Unfunded; Total Exposure; NAV; Market Value; Market Value; Portfolio Weight; Benchmark Weight; Active Weight; Market Value; Portfolio; Benchmark; Weight Over/Under; Current Balance; Market Value; Portfolio; Benchmark; Difference; NAV; Fair Value; AUM; Actual Allocation; Target Allocation; expense amount,Printed measure represented by an exposure amount/percentage row.,SRC455,10,10,8,80.0,72,9.0,high,high,EXTENSION,,SRC205,10,"Back-checked docs 1-5: equivalent multi-measure exposure tables in SRC455, SRC099, SRC452."
exposure_breakdown,exposure_amount,Reported Value; Unfunded; Total Exposure; NAV; Market Value; Market Value ($M); portfolio/benchmark values; Market Value; policy difference amount; Current Balance; Market Value; NAV; Fair Value; Fair Value; AUM; external investment expenses,Printed monetary amount for an exposure bucket and measure.,SRC455,10,10,8,80.0,680,85.0,high,high,MERGED,exposure_value,SRC205,10,"Back-checked docs 1-5: amounts accompany exposure buckets in SRC455, SRC099, SRC452.; Checkpoint 10: standardized into generic repeating measure/value structure."
fund_performance,irr_rank,IRR RANK,Printed fund IRR quartile/rank.,SRC205,10,10,1,10.0,170,170.0,high,medium,DROP,,SRC205,16,
fund_performance,multiple_rank,TVM RANK,Printed fund multiple quartile/rank.,SRC205,10,10,1,10.0,170,170.0,high,medium,DROP,,SRC205,16,
performance_series,performance_basis,"net return; Net IRR; net of fees; gross of fees; NET OF FEES; Performance Summary (Net); return net; Net of Fees; net; reported directly from managers, net of fees; net of fees and expenses; gross of fees; net returns",Printed gross/net fee basis applying to performance metrics.,SRC384,10,10,7,70.0,33,4.7,high,high,CORE,,SRC161,6,"Back-checked docs 1-6: supported in SRC384, SRC455, SRC205; SRC161 adds explicit net/gross basis."
performance_series,metric_name,Return; IRR; TVPI/TVM; Standard Deviation; Sharpe Ratio; Downside Risk; Beta; Yield; Maximum Return; Minimum Return; Annualized Return; Beta; Alpha; Sharpe Ratio; Tracking Error; Information Ratio; R-Squared; Correlation; Annualized Return; Standard Deviation; Sharpe; Up Capture; Down Capture; Sortino; Beta; Alpha; Tracking Error; IR; Yield to Maturity; Duration; Return; Sharpe ratio; Fair Value; AUM; Investment Advisory Fees; Performance/Incentive Fees,Printed name/label of a reported performance or risk metric.,SRC384,10,10,10,100.0,1580,158.0,high,high,CORE,,SRC161,8,Back-checked all docs 1-6: each contains named performance/portfolio metrics. Designed to avoid exploding arbitrary metric names into columns.
performance_series,metric_value,reported metric value; Risk & Statistics Summary values; reported risk/performance/characteristic values; reported plan/index/fee/fair-value values,"Printed value corresponding to metric_name, without calculation.",SRC384,10,10,10,100.0,3620,362.0,high,high,CORE,,SRC161,8,Back-checked all docs 1-6. Generic value carrier for non-core risk/performance metrics.
performance_series,percentile_rank,parentheses contain percentile ranks; IRR RANK; TVM RANK; Net Rank; Peer Ranking (Net); Rank; parentheses contain percentile rankings; Quartile; top decile; top 10% of Wilshire peer universe,Printed peer percentile/quartile/rank associated with a reported metric.,SRC205,10,10,5,50.0,458,91.6,high,medium,DROP,,SRC161,6,Back-check: SRC205 contains fund quartile ranks; SRC161 contains peer percentile ranks.
fund_performance,fee_amount,Additional Fees; Addtnl Fees; Estimated Annual Fee ($); Estimated Expense ($); fee amount; Investment Advisory Fees; Performance/Incentive Fees; Miscellaneous Fees & Expenses; Investment Fees and Expenses,Printed fee/expense amount attributable to a fund/account.,SRC455,10,10,5,50.0,359,71.8,high,high,DROP,,SRC480,65,"Back-check docs 1-7: equivalent fee amount columns in SRC455 and SRC452.; Checkpoint 10: standardized into generic repeating measure/value structure.; Checkpoint 10 correction: observed fee amounts mix fund-, manager-, asset-class-, and plan-level scope; final generic structures retain only scope-valid rows."
fund_performance,fee_terms,Fee Schedule,Printed fee schedule or fee terms for a manager/account.,SRC480,10,10,1,10.0,26,26.0,medium,low,DROP,,SRC480,65,
portfolio_summary,policy_range_pct,Policy Range (%); Tactical Range; Asset Class Target Minimum Maximum; specified IPS allocation ranges,Printed allowable policy/allocation range for a portfolio sleeve.,SRC099,10,10,3,30.0,38,12.7,high,medium,DROP,,SRC453,15,Back-check docs 1-8: SRC099 contains tactical ranges; others lack explicit ranges.
portfolio_summary,policy_compliance_flag,Within IPS Range?; In Compliance,Printed indicator that allocation is within policy/IPS range.,SRC453,10,10,1,10.0,8,8.0,high,medium,DROP,,SRC453,15,
fund_performance,account_structure,Account Structure; Separate Account; Commingled Fund; Mutual Fund,Printed vehicle/account structure for a named investment manager/product.,SRC453,10,10,1,10.0,14,14.0,high,low,DROP,,SRC453,39,
portfolio_summary,monetary_unit,Millions ($); $ in millions; £m; $ in Thousands; USD; CHF,Printed currency and scale context applying to monetary values.,SRC384,10,10,10,100.0,24,2.4,high,high,CORE,,SRC219,270,Canonical checkpoint-10 field formed from currency + monetary_scale; back-checked across all 10 documents.
performance_series,benchmark_value,Policy Benchmark; Index; benchmark return,Printed benchmark value corresponding to benchmark_name and period_label.,SRC384,10,10,9,90.0,2200,244.4,high,high,CORE,,SRC219,270,Canonical checkpoint-10 field formed from benchmark_return; no calculation.
period_activity,activity_scope,PE Program; Total Private Markets; portfolio; asset class; manager,Printed portfolio/program/manager scope to which a period activity row applies.,SRC455,10,10,7,70.0,190,27.1,high,high,CORE,,SRC453,34,Back-checked all sampled documents; period-activity structures occur in 7/10.
period_activity,activity_type,Capital Calls; Contributions; Distributions; NAV Change; Net Cash Flow; New Commitments,Printed activity label for a period flow/change.,SRC455,10,10,7,70.0,250,35.7,high,high,CORE,,SRC453,34,Canonical checkpoint-10 field merging recurring activity labels only; excludes beginning market value and low-frequency period value-added.
period_activity,activity_value,Q1 Capital Calls; Q1 Distributions; Net Cash Flow; NAV change,Printed value corresponding to activity_type.,SRC455,10,10,7,70.0,650,92.9,high,high,CORE,,SRC453,34,Canonical checkpoint-10 value field; retains printed values only.
period_activity,activity_unit_context,$; $M; millions; currency as stated,Printed unit/currency/scale applying to activity_value.,SRC455,10,10,7,70.0,15,2.1,high,high,CORE,,SRC453,34,Necessary context for printed activity values; checked wherever activity tables occur.
fund_performance,fund_measure_name,Commitment; Paid-In Capital; Distributions; Unfunded; Valuation/NAV; Total Value; Gain/Loss; DPI; TVPI/TVM; IRR,Printed recurring fund-level measure label.,SRC455,10,10,6,60.0,900,150.0,high,high,EXTENSION,,SRC453,57,Canonical fund-detail measure list is limited to recurring/high-value fields; low-frequency product facts remain DROP.
fund_performance,fund_measure_value,printed commitment/PIC/distribution/NAV/multiple/IRR values,Printed value corresponding to fund_measure_name.,SRC455,10,10,6,60.0,3500,583.3,high,high,EXTENSION,,SRC453,57,Canonical checkpoint-10 fund value field; no calculation or normalization.
fund_performance,fund_unit_context,$; $M; %; x; currency/scale as stated,Printed unit/currency/scale applying to fund_measure_value.,SRC455,10,10,6,60.0,25,4.2,high,high,EXTENSION,,SRC453,57,Necessary context for fund measures; raw percentage/multiple suffixes remain as printed.
exposure_breakdown,exposure_value,Market Value; NAV; Unfunded; Total Exposure; Portfolio Weight; Benchmark Weight; AUM; fee amount,Printed value corresponding to exposure_measure for a bucket.,SRC099,10,10,8,80.0,1700,212.5,high,high,EXTENSION,,SRC219,398,Canonical checkpoint-10 field merging amount/percent/weight rows without creating one column per exposure dimension.
exposure_breakdown,exposure_unit_context,$M; $ in Thousands; %; currency/scale as stated,Printed unit/currency/scale applying to exposure_value.,SRC099,10,10,8,80.0,30,3.8,high,high,EXTENSION,,SRC219,398,Necessary context for heterogeneous exposure values.
