"pair_id","decision","reason","contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status","definition_keys","method","fee_basis","value_scope","sector"
"PAIR_1C5E277B23745ABC19356050","ACCEPT_A","Printed cell 'Custom State Street Index' / '5 Year (%)'. Rows agree except asset_class: the page banner prints 'Semi-Annual Private Equity Executive Summary (Open Session)', so A's populated 'Private Equity' is right and B's blank is wrong. as_of_date 'March 31, 2025' is the printed table title on both sides.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_086B592F49579DE5B4EA9A95","ACCEPT_A","Printed cell 'Custom State Street Index' / 'Since Inception (%)'. Rows agree except asset_class: the page banner prints 'Semi-Annual Private Equity Executive Summary (Open Session)', so A's populated 'Private Equity' is right and B's blank is wrong. as_of_date 'March 31, 2025' is the printed table title on both sides.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_F7EE0DEFC9CF81A9DB6EB58D","ACCEPT_A","Printed row 'Excess vs. Custom Benchmark' under column '1 Year (%)'. The row is the program's return minus its benchmark's, so its subject is the portfolio: A's subject_type 'portfolio' / subject_name 'CalSTRS PE Program' is right and B's 'other_printed_scope' with the difference line as the entity is not. A also carries asset_class 'Private Equity' from the printed banner.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_1085ADD9500201BE4E03A9F3","ACCEPT_A","Printed row 'Excess vs. Custom Benchmark' under column '10 Year (%)'. The row is the program's return minus its benchmark's, so its subject is the portfolio: A's subject_type 'portfolio' / subject_name 'CalSTRS PE Program' is right and B's 'other_printed_scope' with the difference line as the entity is not. A also carries asset_class 'Private Equity' from the printed banner.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_319DFB1E104FCACA7C17D9AA","ACCEPT_A","Printed row 'Excess vs. Custom Benchmark' under column '3 Year (%)'. The row is the program's return minus its benchmark's, so its subject is the portfolio: A's subject_type 'portfolio' / subject_name 'CalSTRS PE Program' is right and B's 'other_printed_scope' with the difference line as the entity is not. A also carries asset_class 'Private Equity' from the printed banner.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_08DB2770394E9136E5ACE5EB","ACCEPT_A","Printed row 'Excess vs. Custom Benchmark' under column '5 Year (%)'. The row is the program's return minus its benchmark's, so its subject is the portfolio: A's subject_type 'portfolio' / subject_name 'CalSTRS PE Program' is right and B's 'other_printed_scope' with the difference line as the entity is not. A also carries asset_class 'Private Equity' from the printed banner.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_5FC85EA2C47DE3F1FC96DE02","ACCEPT_A","Printed row 'Excess vs. Custom State Street Index' under column '1 Year (%)'. The row is the program's return minus its benchmark's, so its subject is the portfolio: A's subject_type 'portfolio' / subject_name 'CalSTRS PE Program' is right and B's 'other_printed_scope' with the difference line as the entity is not. A also carries asset_class 'Private Equity' from the printed banner.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_E9B0B4ABEF9482EEE4CC2455","ACCEPT_A","Printed row 'Excess vs. Custom State Street Index' under column '10 Year (%)'. The row is the program's return minus its benchmark's, so its subject is the portfolio: A's subject_type 'portfolio' / subject_name 'CalSTRS PE Program' is right and B's 'other_printed_scope' with the difference line as the entity is not. A also carries asset_class 'Private Equity' from the printed banner.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_A0866745CC2B09B847C61045","ACCEPT_A","Printed row 'Excess vs. Custom State Street Index' under column '3 Year (%)'. The row is the program's return minus its benchmark's, so its subject is the portfolio: A's subject_type 'portfolio' / subject_name 'CalSTRS PE Program' is right and B's 'other_printed_scope' with the difference line as the entity is not. A also carries asset_class 'Private Equity' from the printed banner.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_2B6BBD6B8C75171320593C22","ACCEPT_A","Printed row 'Excess vs. Custom State Street Index' under column '5 Year (%)'. The row is the program's return minus its benchmark's, so its subject is the portfolio: A's subject_type 'portfolio' / subject_name 'CalSTRS PE Program' is right and B's 'other_printed_scope' with the difference line as the entity is not. A also carries asset_class 'Private Equity' from the printed banner.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_F61EFFD2D8C404A5C850BA88","ACCEPT_A","Printed row 'Excess vs. Custom State Street Index' under column 'Since Inception (%)'. The row is the program's return minus its benchmark's, so its subject is the portfolio: A's subject_type 'portfolio' / subject_name 'CalSTRS PE Program' is right and B's 'other_printed_scope' with the difference line as the entity is not. A also carries asset_class 'Private Equity' from the printed banner.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_46059362F76B14FE74598863","REJECT","Duplicate of the same printed footnote already published under its printed marker. B labels it 'Performance', the term the footnote explains; the footnote is printed with a numeric marker and is one row, not two.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_A2ACF295AEBD9BF78D4D7F9D","MERGE","Printed title is 'Performance by Strategy' with superscript markers 1,2; the markers are reference marks and are stripped from the title (B's form) while the footnote keeps A's printed marker '1' as its label and definition key.","2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","definition_context","6","FOOTNOTE","Performance by Strategy","Performance by Strategy","1","","1","other_printed_scope","","","","","","","","","","","","","","","","","","","Strategy classifications reflect the newly adopted categorizations and the Customized PE Index methodology discussed in the updated Private Equity Investment Policy. Multi-Strategy and Longer-Term Strategy performance is not included as performance is not yet meaningful.","","","Strategy classifications reflect the newly adopted categorizations and the Customized PE Index methodology discussed in the updated Private Equity Investment Policy. Multi-Strategy and Longer-Term Strategy performance is not included as performance is not yet meaningful.","actual","","","","1","","","",""
"PAIR_2169CD6211F7DA84AD3E3AAB","MERGE","Printed title is 'Performance by Strategy' with superscript markers 1,2; the markers are reference marks and are stripped from the title (B's form) while the footnote keeps A's printed marker '2' as its label and definition key.","2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","definition_context","6","FOOTNOTE","Performance by Strategy","Performance by Strategy","2","","1","other_printed_scope","","","","","","","","","","","","","","","","","","","Arrows indicate program outperformance or underperformance against benchmarks.","","","Arrows indicate program outperformance or underperformance against benchmarks.","actual","","","","2","","","",""
"PAIR_CA9628B56B2FC5BFFB5BAC4A","MERGE","Printed title is 'Performance by Strategy' with superscript markers 1,2; the markers are reference marks and are stripped from the title (B's form) while the footnote keeps A's printed marker '3' as its label and definition key.","2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","definition_context","6","FOOTNOTE","Performance by Strategy","Performance by Strategy","3","","1","other_printed_scope","","","","","","","","","","","","","","","","","","","SSGX custom benchmark returns were calculated by State Street for each listed strategy.","","","SSGX custom benchmark returns were calculated by State Street for each listed strategy.","actual","","","","3","","","",""
"PAIR_C68926F45279EB0A5E9D994D","MERGE","Printed title is 'Performance by Strategy' with superscript markers 1,2; the markers are reference marks and are stripped from the title (B's form) while the footnote keeps A's printed marker '4' as its label and definition key.","2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","definition_context","6","FOOTNOTE","Performance by Strategy","Performance by Strategy","4","","1","other_printed_scope","","","","","","","","","","","","","","","","","","","SSGX – Buyouts Index (not customized) minus 200 basis points.","","","SSGX – Buyouts Index (not customized) minus 200 basis points.","actual","","","","4","","","",""
"PAIR_BE6FB5886B6E037A1D8D2A36","MERGE","Printed cell 'Buyouts' / '1 Year (%)' = 8.8. Title stripped to 'Performance by Strategy'; asset_class 'Private Equity' kept from the printed banner; as_of_date blanked because page 6 prints no as-of date and A carried the cover date 'September 3, 2025'; definition_keys keep the printed table markers A recorded. subject_type 'other_printed_scope' because the row names a strategy under the printed title 'Performance by Strategy', not an asset class.","2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","6","TABLE","Performance by Strategy","Performance by Strategy","Buyouts","1 Year (%)","1","other_printed_scope","Buyouts","Private Equity","","","","","","","","","","1 Year","","return","Performance by Strategy","8.8","%","","","","","Buyouts 8.8 6.2 17.8 13.5 12.8","actual","","","","1 | 2","unstated","unstated","",""
"PAIR_31FB7FCE56EBBFB5FA1CD4B9","MERGE","Printed cell 'Buyouts' / '10 Year (%)' = 13.5. Title stripped to 'Performance by Strategy'; asset_class 'Private Equity' kept from the printed banner; as_of_date blanked because page 6 prints no as-of date and A carried the cover date 'September 3, 2025'; definition_keys keep the printed table markers A recorded. subject_type 'other_printed_scope' because the row names a strategy under the printed title 'Performance by Strategy', not an asset class.","2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","6","TABLE","Performance by Strategy","Performance by Strategy","Buyouts","10 Year (%)","1","other_printed_scope","Buyouts","Private Equity","","","","","","","","","","10 Year","","return","Performance by Strategy","13.5","%","","","","","Buyouts 8.8 6.2 17.8 13.5 12.8","actual","","","","1 | 2","unstated","unstated","",""
"PAIR_3E8858723614D5DE8697B87F","MERGE","Printed cell 'Buyouts' / '3 Year (%)' = 6.2. Title stripped to 'Performance by Strategy'; asset_class 'Private Equity' kept from the printed banner; as_of_date blanked because page 6 prints no as-of date and A carried the cover date 'September 3, 2025'; definition_keys keep the printed table markers A recorded. subject_type 'other_printed_scope' because the row names a strategy under the printed title 'Performance by Strategy', not an asset class.","2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","6","TABLE","Performance by Strategy","Performance by Strategy","Buyouts","3 Year (%)","1","other_printed_scope","Buyouts","Private Equity","","","","","","","","","","3 Year","","return","Performance by Strategy","6.2","%","","","","","Buyouts 8.8 6.2 17.8 13.5 12.8","actual","","","","1 | 2","unstated","unstated","",""
"PAIR_3721E33B3C91AAAFD992A936","MERGE","Printed cell 'Buyouts' / '5 Year (%)' = 17.8. Title stripped to 'Performance by Strategy'; asset_class 'Private Equity' kept from the printed banner; as_of_date blanked because page 6 prints no as-of date and A carried the cover date 'September 3, 2025'; definition_keys keep the printed table markers A recorded. subject_type 'other_printed_scope' because the row names a strategy under the printed title 'Performance by Strategy', not an asset class.","2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","6","TABLE","Performance by Strategy","Performance by Strategy","Buyouts","5 Year (%)","1","other_printed_scope","Buyouts","Private Equity","","","","","","","","","","5 Year","","return","Performance by Strategy","17.8","%","","","","","Buyouts 8.8 6.2 17.8 13.5 12.8","actual","","","","1 | 2","unstated","unstated","",""
"PAIR_75ACEDAF2A50475475C6DFEF","MERGE","Printed cell 'Buyouts' / 'Since Inception (%)' = 12.8. Title stripped to 'Performance by Strategy'; asset_class 'Private Equity' kept from the printed banner; as_of_date blanked because page 6 prints no as-of date and A carried the cover date 'September 3, 2025'; definition_keys keep the printed table markers A recorded. subject_type 'other_printed_scope' because the row names a strategy under the printed title 'Performance by Strategy', not an asset class.","2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","6","TABLE","Performance by Strategy","Performance by Strategy","Buyouts","Since Inception (%)","1","other_printed_scope","Buyouts","Private Equity","","","","","","","","","","Since Inception","","return","Performance by Strategy","12.8","%","","","","","Buyouts 8.8 6.2 17.8 13.5 12.8","actual","","","","1 | 2","unstated","unstated","",""
"PAIR_91BC4449368F81B785EF9F14","MERGE","Printed cell 'CalSTRS PE Program' / '1 Year (%)' = 8.5. Title stripped to 'Performance by Strategy'; asset_class 'Private Equity' kept from the printed banner; as_of_date blanked because page 6 prints no as-of date and A carried the cover date 'September 3, 2025'; definition_keys keep the printed table markers A recorded.","2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","6","TABLE","Performance by Strategy","Performance by Strategy","CalSTRS PE Program","1 Year (%)","1","portfolio","CalSTRS PE Program","Private Equity","","","","","","","","","","1 Year","","return","Performance by Strategy","8.5","%","","","","","CalSTRS PE Program 8.5 5.2 16.6 12.6 13.1","actual","","","","1 | 2","unstated","unstated","",""
"PAIR_02C2CF928027B73F84B0999E","MERGE","Printed cell 'CalSTRS PE Program' / '10 Year (%)' = 12.6. Title stripped to 'Performance by Strategy'; asset_class 'Private Equity' kept from the printed banner; as_of_date blanked because page 6 prints no as-of date and A carried the cover date 'September 3, 2025'; definition_keys keep the printed table markers A recorded.","2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","6","TABLE","Performance by Strategy","Performance by Strategy","CalSTRS PE Program","10 Year (%)","1","portfolio","CalSTRS PE Program","Private Equity","","","","","","","","","","10 Year","","return","Performance by Strategy","12.6","%","","","","","CalSTRS PE Program 8.5 5.2 16.6 12.6 13.1","actual","","","","1 | 2","unstated","unstated","",""
"PAIR_A7366601233A2C9C36B3E991","MERGE","Printed cell 'CalSTRS PE Program' / '3 Year (%)' = 5.2. Title stripped to 'Performance by Strategy'; asset_class 'Private Equity' kept from the printed banner; as_of_date blanked because page 6 prints no as-of date and A carried the cover date 'September 3, 2025'; definition_keys keep the printed table markers A recorded.","2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","6","TABLE","Performance by Strategy","Performance by Strategy","CalSTRS PE Program","3 Year (%)","1","portfolio","CalSTRS PE Program","Private Equity","","","","","","","","","","3 Year","","return","Performance by Strategy","5.2","%","","","","","CalSTRS PE Program 8.5 5.2 16.6 12.6 13.1","actual","","","","1 | 2","unstated","unstated","",""
"PAIR_B6716D76C439ACD42F5D3E43","MERGE","Printed cell 'CalSTRS PE Program' / '5 Year (%)' = 16.6. Title stripped to 'Performance by Strategy'; asset_class 'Private Equity' kept from the printed banner; as_of_date blanked because page 6 prints no as-of date and A carried the cover date 'September 3, 2025'; definition_keys keep the printed table markers A recorded.","2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","6","TABLE","Performance by Strategy","Performance by Strategy","CalSTRS PE Program","5 Year (%)","1","portfolio","CalSTRS PE Program","Private Equity","","","","","","","","","","5 Year","","return","Performance by Strategy","16.6","%","","","","","CalSTRS PE Program 8.5 5.2 16.6 12.6 13.1","actual","","","","1 | 2","unstated","unstated","",""
"PAIR_CA50A57D35438A760B2B9322","MERGE","Printed cell 'CalSTRS PE Program' / 'Since Inception (%)' = 13.1. Title stripped to 'Performance by Strategy'; asset_class 'Private Equity' kept from the printed banner; as_of_date blanked because page 6 prints no as-of date and A carried the cover date 'September 3, 2025'; definition_keys keep the printed table markers A recorded.","2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","6","TABLE","Performance by Strategy","Performance by Strategy","CalSTRS PE Program","Since Inception (%)","1","portfolio","CalSTRS PE Program","Private Equity","","","","","","","","","","Since Inception","","return","Performance by Strategy","13.1","%","","","","","CalSTRS PE Program 8.5 5.2 16.6 12.6 13.1","actual","","","","1 | 2","unstated","unstated","",""
"PAIR_5268B9E80917BE9C8A1175E4","MERGE","Printed cell 'Debt Related' / '1 Year (%)' = 10.8. Title stripped to 'Performance by Strategy'; asset_class 'Private Equity' kept from the printed banner; as_of_date blanked because page 6 prints no as-of date and A carried the cover date 'September 3, 2025'; definition_keys keep the printed table markers A recorded. subject_type 'other_printed_scope' because the row names a strategy under the printed title 'Performance by Strategy', not an asset class.","2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","6","TABLE","Performance by Strategy","Performance by Strategy","Debt Related","1 Year (%)","1","other_printed_scope","Debt Related","Private Equity","","","","","","","","","","1 Year","","return","Performance by Strategy","10.8","%","","","","","Debt Related 10.8 7.7 12.7 8.0 10.0","actual","","","","1 | 2","unstated","unstated","",""
