record_group,field_name,source_labels_seen,definition,first_seen_file_id,files_processed,files_checked_for_field,files_with_field,presence_pct,total_observations,avg_observations_when_present,extractability,alt_investment_use,provisional_class,merged_into,example_file_id,example_page,notes
valuation_input,input_value_raw,10x; 12x; 20%; $100m; other printed input,Printed input value exactly as stated.,SRC132,6,6,6,100.0,52,8.67,HIGH,Preserves assumptions without recomputation.,CORE,,SRC132,2,
valuation_input,unit_or_currency,x; %; USD; GBP; EUR,Printed unit/currency of the input.,SRC132,6,6,6,100.0,52,8.67,HIGH,Input interpretation.,CORE,,SRC132,2,
valuation_input,input_source,comparable companies; recent transaction; market data; market participant,Printed source/reference population for an input.,SRC132,6,6,4,66.7,897,224.25,MEDIUM,Supports auditability and reasonableness review.,CORE,,SRC132,1,
valuation_input,reference_date,valuation date; measurement date; transaction date,Printed date associated with an input/reference.,SRC132,6,6,4,66.7,395,98.75,MEDIUM,Prevents stale-input mixing.,CORE,,SRC132,3,
valuation_adjustment,adjustment_type,discount; premium; liquidity; control; adjustment,Printed type of valuation adjustment.,SRC132,6,6,6,100.0,454,75.67,HIGH,Captures common adjustments without bespoke columns.,CORE,,SRC132,2,"Second pass compressed discounts, premiums, control/liquidity and other adjustments into one repeating valuation_adjustment record."
valuation_adjustment,adjustment_value_raw,discount %; premium %; adjustment amount,Printed adjustment value.,SRC132,6,6,1,16.7,1,1.0,MEDIUM,Quantifies explicit adjustments only when printed.,CORE,,SRC132,2,
valuation_adjustment,adjustment_reference,comparable; transaction; calibration; market data,Printed reference supporting the adjustment.,SRC132,6,6,4,66.7,534,133.5,MEDIUM,Adjustment lineage.,CORE,,SRC132,1,
valuation_governance,valuer_role,Valuer; valuation agent; investment adviser; manager,Printed role responsible for preparing or determining values.,SRC132,6,6,6,100.0,453,75.5,HIGH,Responsibility and control.,CORE,,SRC132,1,
valuation_governance,policy_document_name,Valuation Policy Document; valuation policy,Printed policy document or policy reference.,SRC587,6,6,3,50.0,12,4.0,HIGH,Policy-control evidence.,CORE,,SRC587,2,
valuation_governance,valuation_frequency,quarterly; monthly; annually; frequency,Printed valuation/review frequency.,SRC132,6,6,4,66.7,18,4.5,HIGH,Freshness expectation.,CORE,,SRC132,1,
valuation_governance,oversight_body,valuation committee; board; governance; oversight,Printed oversight/approval body or governance mechanism.,SRC132,6,6,6,100.0,106,17.67,MEDIUM,Segregation and oversight.,CORE,,SRC132,1,
valuation_governance,independent_review_party,independent valuation; independent valuer; third-party; external valuer,Printed independent/external review party or mechanism.,SRC132,6,6,6,100.0,62,10.33,MEDIUM,Independence and conflict control.,CORE,,SRC132,1,
valuation_governance,liquidity_terms,repurchase limit; holding period; redemption,Investor-liquidity terms appearing in a valuation methodology document.,SRC132,6,6,4,66.7,17,4.25,HIGH,Liquidity analysis.,DROP,,SRC132,1,Wrong domain for Valuation schema; route to governing/vehicle terms. Second pass confirmed vehicle liquidity/repurchase terms are out of Valuation scope.
document_context,organization_scale,members; AUM; manages $,Issuer marketing/scale statistics.,SRC314,6,6,2,33.3,12,6.0,LOW,Issuer context.,DROP,,SRC314,1,Not valuation data; narrative/marketing. Second pass confirmed issuer marketing/scale statistics are out of Valuation scope.
