record_group,field_name,source_labels_seen,definition,first_seen_file_id,files_processed,files_checked_for_field,files_with_field,presence_pct,total_observations,avg_observations_when_present,extractability,alt_investment_use,provisional_class,merged_into,example_file_id,example_page,notes
share_class_nav,shares_units_raw,Number of outstanding shares/units,Printed outstanding share or unit count for the class/category,SRC247,6,6,6,100.0,60,10.0,high,per-share denominator context,CORE,,SRC247,2,
share_class_nav,nav_per_share_raw,NAV Per Share/Unit,Printed NAV per share or unit,SRC247,6,6,6,100.0,60,10.0,high,NAV pricing,CORE,,SRC247,2,
share_class_nav,transaction_price_raw,Transaction Price (per share)|Transaction Price,Printed transaction price per share for the stated effective date,SRC247,6,6,6,100.0,24,4.0,high,subscription/repurchase pricing,CORE,,SRC247,2,
valuation_assumption,as_of_date,"May 31, 2024",Valuation measurement date,SRC247,6,6,6,100.0,6,1.0,high,valuation context,CORE,,SRC247,2,
valuation_assumption,property_type,Multifamily|Industrial|Office|Other,Printed property type,SRC247,6,6,6,100.0,24,4.0,high,valuation segmentation,CORE,,SRC247,2,
valuation_assumption,discount_rate_raw,Discount Rate,Printed weighted-average DCF discount rate for the property type,SRC247,6,6,6,100.0,24,4.0,high,valuation assumption,CORE,,SRC247,2,
valuation_assumption,exit_cap_rate_raw,Exit Capitalization Rate,Printed weighted-average exit capitalization rate for the property type,SRC247,6,6,6,100.0,24,4.0,high,valuation assumption,CORE,,SRC247,2,
valuation_sensitivity,as_of_date,"May 31, 2024",Valuation measurement date for sensitivity,SRC247,6,6,6,100.0,6,1.0,medium,valuation model risk,EXTENSION,,SRC247,3,
valuation_sensitivity,property_type,Multifamily|Industrial|Office|Other,Printed property type column,SRC247,6,6,6,100.0,96,16.0,medium,valuation segmentation,EXTENSION,,SRC247,3,
valuation_sensitivity,assumption_name,Discount Rate|Exit Capitalization Rate,Printed assumption being shocked,SRC247,6,6,6,100.0,48,8.0,medium,valuation model risk,EXTENSION,,SRC247,3,
valuation_sensitivity,assumption_change_raw,0.25% decrease|0.25% increase,Printed shock applied to the valuation assumption,SRC247,6,6,6,100.0,48,8.0,medium,valuation model risk,EXTENSION,,SRC247,3,
valuation_sensitivity,investment_value_change_raw,Hypothetical Investment Values,Printed percentage change in hypothetical investment value under the stated shock,SRC247,6,6,6,100.0,96,16.0,medium,valuation model risk,EXTENSION,,SRC247,3,
repurchase_liquidity,limit_raw,0.33% of NAV per month|1% of NAV per quarter|2% of NAV per month,"Printed NAV-based repurchase limit, preserving percentage and basis as printed",SRC247,6,6,6,100.0,11,1.83,high,liquidity terms,EXTENSION,,SRC247,1,
repurchase_liquidity,frequency_raw,per month|per quarter|monthly|quarterly,Printed cadence of the repurchase limit,SRC247,6,6,6,100.0,11,1.83,high,liquidity terms,EXTENSION,,SRC247,1,
repurchase_liquidity,limit_status_raw,received repurchase requests in excess of the ... limit,Printed status language indicating that repurchase requests exceeded the stated limit; blank when not printed,SRC247,6,6,5,83.33,10,2.0,high,liquidity stress,EXTENSION,,SRC247,1,
repurchase_liquidity,request_satisfaction_raw,approximately 3%|approximately 4%|all timely submitted repurchase requests were satisfied,"Printed request-satisfaction outcome, preserving percentage or full-satisfaction wording without inference",SRC247,6,6,6,100.0,11,1.83,high,liquidity stress,EXTENSION,,SRC247,1,
repurchase_liquidity,request_period,May 2024|June 2024,Period associated with the repurchase-request outcome,SRC247,6,6,6,100.0,11,1.83,high,liquidity-event alignment,EXTENSION,,SRC247,4,Late-discovered in SRC248; SRC247 retrochecked and contained May 2024.
repurchase_liquidity,excess_repurchase_amount_raw,"exceeded the ... limitation by $90,630|$8,820",Printed amount by which completed repurchases exceeded the stated limit under the cited exception,SRC247,6,6,5,83.33,5,1.0,high,liquidity execution / exception,EXTENSION,,SRC247,4,"Late-discovered in SRC248; SRC247 retrochecked and contained $90,630."
repurchase_liquidity,proration_rule_raw,pro rata basis|pro rata basis up to the stated limitation,Printed proration rule or statement for over-limit repurchase requests,SRC247,6,6,6,100.0,11,1.83,high,liquidity execution mechanics,EXTENSION,,SRC247,4,Discovered in SRC051 plan language; mandatory back-check found explicit pro rata wording in all five prior documents.
repurchase_liquidity,early_repurchase_deduction_pct,2% early repurchase deduction,Printed deduction percentage for shares repurchased before the holding-period threshold,SRC051,6,6,1,16.67,1,1.0,high,liquidity economics,DROP,,SRC051,4,Late discovery; SRC247-SRC251 rechecked and absent; 16.7% presence is below extension threshold.
repurchase_liquidity,holding_period_threshold,less than one year,Printed holding-period threshold for early-repurchase deduction,SRC051,6,6,1,16.67,1,1.0,high,liquidity economics,DROP,,SRC051,4,Late discovery; SRC247-SRC251 rechecked and absent; 16.7% presence is below extension threshold.
repurchase_liquidity,repurchase_plan_effective_date,"effective June 2, 2025",Printed effective date of revised share repurchase plan,SRC051,6,6,1,16.67,1,1.0,high,liquidity terms chronology,DROP,,SRC051,4,Late discovery; SRC247-SRC251 rechecked and no comparable effective-date field found; 16.7% presence.
statement_context,amount_unit_context,"dollars in thousands|number of shares/units in thousands, except per share/unit data",Printed table-level currency/scale context needed to interpret raw monetary and share/unit values without conversion,SRC247,6,6,6,100.0,6,1.0,high,raw value interpretation,CORE,,SRC247,2,Created only after second-pass terminology challenge by merging two empirically universal context fields.
