check_id,stage_id,command,status,checked_at_utc,detail
0d70950d1f8d4f29833ea3bcd7c5042f,corpus-publication,python instructions/01-pdf-extraction-csv/workflow.py publish --scope active,FAIL,2026-09-07T21:16:32+00:00,"ReleaseError: 003 corpus-publication: ContractFailure: Corpus publication blocked:
- 03-institutional-report/SRC375: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC375\records-final.csv:15: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC375: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC375\records-final.csv:16: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC375: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC375\records-final.csv:17: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC375: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC375\records-final.csv:18: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC192: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC192\records-final.csv:283: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC192: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC192\records-final.csv:285: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC192: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC192\records-final.csv:287: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC192: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC192\records-final.csv:289: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC192: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC192\records-final.csv:291: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC192: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC192\records-final.csv:293: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC192: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC192\records-final.csv:295: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC192: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC192\records-final.csv:297: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC192: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC192\records-final.csv:299: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC192: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC192\records-final.csv:301: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC192: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC192\records-final.csv:303: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC192: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC192\records-final.csv:304: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC192: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC192\records-final.csv:307: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC192: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC192\records-final.csv:309: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC192: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC192\records-final.csv:311: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC192: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC192\records-final.csv:313: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC192: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC192\records-final.csv:315: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC192: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC192\records-final.csv:317: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC192: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC192\records-final.csv:319: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC192: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC192\records-final.csv:321: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC389: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC389\records-final.csv:5: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC389: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC389\records-final.csv:11: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC389: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC389\records-final.csv:12: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC389: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC389\records-final.csv:13: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC389: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC389\records-final.csv:14: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC389: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC389\records-final.csv:15: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC389: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC389\records-final.csv:16: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC389: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC389\records-final.csv:21: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC389: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC389\records-final.csv:37: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC389: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC389\records-final.csv:38: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC389: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC389\records-final.csv:39: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC389: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC389\records-final.csv:40: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC389: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC389\records-final.csv:41: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC602: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC602\records-final.csv:179: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 03-institutional-report/SRC602: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\03-institutional-report\SRC602\records-final.csv:183: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:36: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:47: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:73: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:86: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:105: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:121: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:129: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:146: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:228: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:235: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:257: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:267: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:277: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:296: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:312: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:328: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:332: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:345: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:364: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:380: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:388: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:498: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:505: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:524: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC099: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC099\records-final.csv:312: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC099: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC099\records-final.csv:313: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty"
715e86c7570549e19b6951ed7df6c3e0,corpus-publication,python instructions/01-pdf-extraction-csv/workflow.py publish --scope active,FAIL,2026-09-07T21:26:37+00:00,"ReleaseError: 003 corpus-publication: ContractFailure: Corpus publication blocked:
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:36: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:47: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:73: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:86: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:105: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:121: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:129: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:146: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:228: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:235: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:257: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:267: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:277: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:296: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:312: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:328: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:332: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:345: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:364: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:380: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:388: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:498: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:505: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty
- 04-quarterly-report/SRC384: C:\Users\Moses\Alts-ETL-Analytics-Project\ledgers\working\pdf-extraction-csv\04-quarterly-report\SRC384\records-final.csv:524: BASIS_CONTEXT_LABEL: basis_raw names an entity or table context; retain it in source labels and leave the unstated calculation basis empty"
8751f671cdcd43fabefd17e123f8f912,corpus-publication,python instructions/01-pdf-extraction-csv/workflow.py publish --scope active,PASS,2026-09-07T21:27:18+00:00,Stage completed; output receipts record data changes
66b15c6fae5f4fa98de021456b0b5c47,extraction-scope,"read the active worklists and their finals; record assigned, finished, unfinished, and backlog rows against the published backlog ledger",PASS,2026-09-07T21:27:20+00:00,Stage completed; output receipts record data changes
577d7a95b3d84e9fbe6f371fdfe0721c,raw-combination,python -m src.pipeline.combine_extracted_raw,PASS,2026-09-07T21:27:22+00:00,Stage completed; output receipts record data changes
ef0d52a50fdc45f19ff2dc2c1c842224,round-publication-verification,verify raw core fields; hold extractor_model attribution across publications,FAIL,2026-09-07T21:27:23+00:00,ReleaseError: 01-financials: raw and published record bytes differ by core field
0366ee4742584578afcc928e5e811784,corpus-publication,python instructions/01-pdf-extraction-csv/workflow.py publish --scope active,PASS,2026-09-07T21:31:04+00:00,Stage completed; output receipts record data changes
25b7ffdf163e4cf7bdaa1db6b279b24a,extraction-scope,"read the active worklists and their finals; record assigned, finished, unfinished, and backlog rows against the published backlog ledger",PASS,2026-09-07T21:31:04+00:00,Stage completed; output receipts record data changes
792dddd1bbbc4807a71c71a015a2358c,raw-combination,python -m src.pipeline.combine_extracted_raw,PASS,2026-09-07T21:31:05+00:00,Stage completed; output receipts record data changes
ef789c301da64b64ade70184d7d66437,round-publication-verification,verify raw core fields; hold extractor_model attribution across publications,PASS,2026-09-07T21:31:07+00:00,Stage completed; output receipts record data changes
bdff86ab31df45d084c79341e772ca1f,normalization-gates,source_review; name_normalization check; fund_attributes conflicts --strict; matrices --check,PASS,2026-09-07T21:31:11+00:00,Stage completed; output receipts record data changes
021e0d27521543b3a4fd89173bf7079a,flatten,python -m src.flatten.flatten_extracted,PASS,2026-09-07T21:31:14+00:00,Stage completed; output receipts record data changes
45eb92e9158a458eb55fb9c5fc44cf79,extraction-review,python -m src.pipeline.build_extraction_review; render_image_corpus.py --manifest-only,PASS,2026-09-07T21:31:26+00:00,Stage completed; output receipts record data changes
291ebdd6f9fe49e48e49888386a4e3a0,wide,python -m src.flatten.pivot_wide,PASS,2026-09-07T21:31:28+00:00,Stage completed; output receipts record data changes
871d6563f3e846469a0459ca62a52f3c,extracted-database,python -m src.flatten.load_star,PASS,2026-09-07T21:31:50+00:00,Stage completed; output receipts record data changes
8b20f65d560640f9bda4cb0f6aab0a17,attribute-audit,python -m src.catalog.simple_pdf_extraction.fund_attributes apply,PASS,2026-09-07T21:31:51+00:00,Stage completed; output receipts record data changes
63cbbc751fdd484ab534d16eac35f692,fund-model-promotion,python -m src.load.promote_extracted_to_fund_level,PASS,2026-09-07T21:31:55+00:00,Stage completed; output receipts record data changes
a5629e75930c487aac8d2db1bf8e4057,promotion-gate,python -m src.load.validate_round02_promotion,PASS,2026-09-07T21:31:56+00:00,Stage completed; output receipts record data changes
ace924335eb6494c81bb192bdd01a20b,extracted-fund-level-snapshot,python -m src.pipeline.build_integrated_universe --snapshot-only,PASS,2026-09-07T21:31:57+00:00,Stage completed; output receipts record data changes
2fbcc783d26f4aeaa3fbf46297f390d5,integrated-completion,python -m src.pipeline.build_integrated_universe,PASS,2026-09-07T21:32:11+00:00,Stage completed; output receipts record data changes
dc990ccec3ee4fccb11382591ffa5615,benchmark-rights-gate,python -m src.load.validate_round02_promotion,PASS,2026-09-07T21:32:12+00:00,Stage completed; output receipts record data changes
