"pair_id","decision","reason","contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status"
"PAIR_89151B75E8727A5C40A55FAA","MERGE","source_table is the printed banner that captions the table, and it carries no parenthetical the page does not print. asset_class and strategy: the broader printed grouping is asset_class and the narrower is strategy, so the bare heading rows split into Real Estate / Value Add rather than collapsing onto one field. The page prints Strategy 'Real Estate', Risk Category 'Value-Added' / 'Core' and Geographic Focus 'North America' for these funds, and all three are core analytical dimensions that must be filled whenever the page states them.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Commitment Activity","Year-to-Date Commitments","Commitment","Crow Holdings Realty Partners IX, L.P.","1","fund","Crow Holdings Realty Partners IX, L.P.","Real Estate","Value-Added","North America","","","","","","","December 31, 2020","","","commitment","Commitment","$50,000,000","","","","","","Commitment $50,000,000 $50,000,000","actual","","",""
"PAIR_BC7031A2D5015E3143434E46","MERGE","source_table is the printed banner that captions the table, and it carries no parenthetical the page does not print. asset_class and strategy: the broader printed grouping is asset_class and the narrower is strategy, so the bare heading rows split into Real Estate / Value Add rather than collapsing onto one field. The page prints Strategy 'Real Estate', Risk Category 'Value-Added' / 'Core' and Geographic Focus 'North America' for these funds, and all three are core analytical dimensions that must be filled whenever the page states them.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Commitment Activity","Year-to-Date Commitments","Commitment","Raith NMERB Core Plus Real Estate Credit SMA","1","fund","Raith NMERB Core Plus Real Estate Credit SMA","Real Estate","Core","North America","","","","","","","December 31, 2020","","","commitment","Commitment","$50,000,000","","","","","","Commitment $50,000,000 $50,000,000","actual","","",""
"PAIR_8D3B36233F6F2DEC3434C102","REJECT","Target Fund Size is the general partner's fundraising target for the vehicle, not the investor's commitment, and it maps to no category this document type allows. Recorded in the page-coverage note instead.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_6B3DF0E286F3F6BAFD3F583F","REJECT","Target Fund Size is the general partner's fundraising target for the vehicle, not the investor's commitment, and it maps to no category this document type allows. Recorded in the page-coverage note instead.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_C4D420FB74D8A78AC8830FE6","MERGE","asset_class: this page prints no bare grouping heading, and a row already labelled 'Real Estate (Net)' is itself the grouping, so the field stays blank rather than repeating subject_name. metric_name: rows are entities and columns are periods, so the metric is the measure the table itself names in its printed wording, 'Net Time Weighted Returns' — never the period (which is the horizon) and never a singularised trim of the banner.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","4","TABLE","Performance Summary","Total Portfolio Performance","CPI-U Index + 4%","1 Year","1","benchmark","CPI-U Index + 4%","","","","","","","","","","December 31, 2020","1 Year","","return","Net Time Weighted Returns","5.36%","%","","","","","CPI-U Index + 4% 1.07% 5.36% 5.85% 5.95% 5.60% 5.77%","actual","","",""
"PAIR_8ABB6FC2ED60682FBF09D86B","MERGE","asset_class: this page prints no bare grouping heading, and a row already labelled 'Real Estate (Net)' is itself the grouping, so the field stays blank rather than repeating subject_name. metric_name: rows are entities and columns are periods, so the metric is the measure the table itself names in its printed wording, 'Net Time Weighted Returns' — never the period (which is the horizon) and never a singularised trim of the banner.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","4","TABLE","Performance Summary","Total Portfolio Performance","CPI-U Index + 4%","3 Year","1","benchmark","CPI-U Index + 4%","","","","","","","","","","December 31, 2020","3 Year","","return","Net Time Weighted Returns","5.85%","%","","","","","CPI-U Index + 4% 1.07% 5.36% 5.85% 5.95% 5.60% 5.77%","actual","","",""
"PAIR_857A409E490F04312CD34129","MERGE","asset_class: this page prints no bare grouping heading, and a row already labelled 'Real Estate (Net)' is itself the grouping, so the field stays blank rather than repeating subject_name. metric_name: rows are entities and columns are periods, so the metric is the measure the table itself names in its printed wording, 'Net Time Weighted Returns' — never the period (which is the horizon) and never a singularised trim of the banner.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","4","TABLE","Performance Summary","Total Portfolio Performance","CPI-U Index + 4%","5 Year","1","benchmark","CPI-U Index + 4%","","","","","","","","","","December 31, 2020","5 Year","","return","Net Time Weighted Returns","5.95%","%","","","","","CPI-U Index + 4% 1.07% 5.36% 5.85% 5.95% 5.60% 5.77%","actual","","",""
"PAIR_AD0A0E848C6E08F235D27739","MERGE","asset_class: this page prints no bare grouping heading, and a row already labelled 'Real Estate (Net)' is itself the grouping, so the field stays blank rather than repeating subject_name. metric_name: rows are entities and columns are periods, so the metric is the measure the table itself names in its printed wording, 'Net Time Weighted Returns' — never the period (which is the horizon) and never a singularised trim of the banner.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","4","TABLE","Performance Summary","Total Portfolio Performance","CPI-U Index + 4%","7 Year","1","benchmark","CPI-U Index + 4%","","","","","","","","","","December 31, 2020","7 Year","","return","Net Time Weighted Returns","5.60%","%","","","","","CPI-U Index + 4% 1.07% 5.36% 5.85% 5.95% 5.60% 5.77%","actual","","",""
"PAIR_085B8E1BADE3AB42C33335A3","MERGE","asset_class: this page prints no bare grouping heading, and a row already labelled 'Real Estate (Net)' is itself the grouping, so the field stays blank rather than repeating subject_name. metric_name: rows are entities and columns are periods, so the metric is the measure the table itself names in its printed wording, 'Net Time Weighted Returns' — never the period (which is the horizon) and never a singularised trim of the banner.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","4","TABLE","Performance Summary","Total Portfolio Performance","CPI-U Index + 4%","Qtr","1","benchmark","CPI-U Index + 4%","","","","","","","","","","December 31, 2020","Qtr","","return","Net Time Weighted Returns","1.07%","%","","","","","CPI-U Index + 4% 1.07% 5.36% 5.85% 5.95% 5.60% 5.77%","actual","","",""
"PAIR_90CED1FCF8863E7197092F09","MERGE","asset_class: this page prints no bare grouping heading, and a row already labelled 'Real Estate (Net)' is itself the grouping, so the field stays blank rather than repeating subject_name. metric_name: rows are entities and columns are periods, so the metric is the measure the table itself names in its printed wording, 'Net Time Weighted Returns' — never the period (which is the horizon) and never a singularised trim of the banner.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","4","TABLE","Performance Summary","Total Portfolio Performance","CPI-U Index + 4%","Since Inception","1","benchmark","CPI-U Index + 4%","","","","","","","","","","December 31, 2020","Since Inception","","return","Net Time Weighted Returns","5.77%","%","","","","","CPI-U Index + 4% 1.07% 5.36% 5.85% 5.95% 5.60% 5.77%","actual","","",""
"PAIR_BAC257FAEA774E5FBCBEC03E","MERGE","asset_class: this page prints no bare grouping heading, and a row already labelled 'Real Estate (Net)' is itself the grouping, so the field stays blank rather than repeating subject_name. metric_name: rows are entities and columns are periods, so the metric is the measure the table itself names in its printed wording, 'Net Time Weighted Returns' — never the period (which is the horizon) and never a singularised trim of the banner.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","4","TABLE","Performance Summary","Total Portfolio Performance","Difference","1 Year","1","other_printed_scope","Difference","","","","","","","","","","December 31, 2020","1 Year","","alpha","Difference","(2.97%)","%","","","","","Difference 7.47% (2.97%) 2.12% 2.37% 2.34% 2.20%","actual","","",""
"PAIR_13BBA2ECF4B72C1FE832DAA8","MERGE","asset_class: this page prints no bare grouping heading, and a row already labelled 'Real Estate (Net)' is itself the grouping, so the field stays blank rather than repeating subject_name. metric_name: rows are entities and columns are periods, so the metric is the measure the table itself names in its printed wording, 'Net Time Weighted Returns' — never the period (which is the horizon) and never a singularised trim of the banner.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","4","TABLE","Performance Summary","Total Portfolio Performance","Difference","1 Year","2","other_printed_scope","Difference","","","","","","","","","","December 31, 2020","1 Year","","alpha","Difference","(12.54%)","%","","","","","Difference 4.75% (12.54%) (0.91%) 0.70% 0.20% (1.07%)","actual","","",""
"PAIR_09D1758BCE8CD96766F9E39A","MERGE","asset_class: this page prints no bare grouping heading, and a row already labelled 'Real Estate (Net)' is itself the grouping, so the field stays blank rather than repeating subject_name. metric_name: rows are entities and columns are periods, so the metric is the measure the table itself names in its printed wording, 'Net Time Weighted Returns' — never the period (which is the horizon) and never a singularised trim of the banner.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","4","TABLE","Performance Summary","Total Portfolio Performance","Difference","3 Year","1","other_printed_scope","Difference","","","","","","","","","","December 31, 2020","3 Year","","alpha","Difference","2.12%","%","","","","","Difference 7.47% (2.97%) 2.12% 2.37% 2.34% 2.20%","actual","","",""
"PAIR_C00A462943894A3BF714EBB0","MERGE","asset_class: this page prints no bare grouping heading, and a row already labelled 'Real Estate (Net)' is itself the grouping, so the field stays blank rather than repeating subject_name. metric_name: rows are entities and columns are periods, so the metric is the measure the table itself names in its printed wording, 'Net Time Weighted Returns' — never the period (which is the horizon) and never a singularised trim of the banner.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","4","TABLE","Performance Summary","Total Portfolio Performance","Difference","3 Year","2","other_printed_scope","Difference","","","","","","","","","","December 31, 2020","3 Year","","alpha","Difference","(0.91%)","%","","","","","Difference 4.75% (12.54%) (0.91%) 0.70% 0.20% (1.07%)","actual","","",""
"PAIR_AD7215B437D165B312C0EAAB","MERGE","asset_class: this page prints no bare grouping heading, and a row already labelled 'Real Estate (Net)' is itself the grouping, so the field stays blank rather than repeating subject_name. metric_name: rows are entities and columns are periods, so the metric is the measure the table itself names in its printed wording, 'Net Time Weighted Returns' — never the period (which is the horizon) and never a singularised trim of the banner.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","4","TABLE","Performance Summary","Total Portfolio Performance","Difference","5 Year","1","other_printed_scope","Difference","","","","","","","","","","December 31, 2020","5 Year","","alpha","Difference","2.37%","%","","","","","Difference 7.47% (2.97%) 2.12% 2.37% 2.34% 2.20%","actual","","",""
"PAIR_4857881CA8BFCD08A7C01EF9","MERGE","asset_class: this page prints no bare grouping heading, and a row already labelled 'Real Estate (Net)' is itself the grouping, so the field stays blank rather than repeating subject_name. metric_name: rows are entities and columns are periods, so the metric is the measure the table itself names in its printed wording, 'Net Time Weighted Returns' — never the period (which is the horizon) and never a singularised trim of the banner.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","4","TABLE","Performance Summary","Total Portfolio Performance","Difference","5 Year","2","other_printed_scope","Difference","","","","","","","","","","December 31, 2020","5 Year","","alpha","Difference","0.70%","%","","","","","Difference 4.75% (12.54%) (0.91%) 0.70% 0.20% (1.07%)","actual","","",""
"PAIR_5FE74D58BD4A9AAA572EFF4E","MERGE","asset_class: this page prints no bare grouping heading, and a row already labelled 'Real Estate (Net)' is itself the grouping, so the field stays blank rather than repeating subject_name. metric_name: rows are entities and columns are periods, so the metric is the measure the table itself names in its printed wording, 'Net Time Weighted Returns' — never the period (which is the horizon) and never a singularised trim of the banner.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","4","TABLE","Performance Summary","Total Portfolio Performance","Difference","7 Year","1","other_printed_scope","Difference","","","","","","","","","","December 31, 2020","7 Year","","alpha","Difference","2.34%","%","","","","","Difference 7.47% (2.97%) 2.12% 2.37% 2.34% 2.20%","actual","","",""
"PAIR_2769808CB5CADE3C4C48ABF6","MERGE","asset_class: this page prints no bare grouping heading, and a row already labelled 'Real Estate (Net)' is itself the grouping, so the field stays blank rather than repeating subject_name. metric_name: rows are entities and columns are periods, so the metric is the measure the table itself names in its printed wording, 'Net Time Weighted Returns' — never the period (which is the horizon) and never a singularised trim of the banner.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","4","TABLE","Performance Summary","Total Portfolio Performance","Difference","7 Year","2","other_printed_scope","Difference","","","","","","","","","","December 31, 2020","7 Year","","alpha","Difference","0.20%","%","","","","","Difference 4.75% (12.54%) (0.91%) 0.70% 0.20% (1.07%)","actual","","",""
"PAIR_3FC45619AF10F99B27365628","MERGE","asset_class: this page prints no bare grouping heading, and a row already labelled 'Real Estate (Net)' is itself the grouping, so the field stays blank rather than repeating subject_name. metric_name: rows are entities and columns are periods, so the metric is the measure the table itself names in its printed wording, 'Net Time Weighted Returns' — never the period (which is the horizon) and never a singularised trim of the banner.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","4","TABLE","Performance Summary","Total Portfolio Performance","Difference","Qtr","1","other_printed_scope","Difference","","","","","","","","","","December 31, 2020","Qtr","","alpha","Difference","7.47%","%","","","","","Difference 7.47% (2.97%) 2.12% 2.37% 2.34% 2.20%","actual","","",""
"PAIR_653779CD0879519E7AE4BA3E","MERGE","asset_class: this page prints no bare grouping heading, and a row already labelled 'Real Estate (Net)' is itself the grouping, so the field stays blank rather than repeating subject_name. metric_name: rows are entities and columns are periods, so the metric is the measure the table itself names in its printed wording, 'Net Time Weighted Returns' — never the period (which is the horizon) and never a singularised trim of the banner.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","4","TABLE","Performance Summary","Total Portfolio Performance","Difference","Qtr","2","other_printed_scope","Difference","","","","","","","","","","December 31, 2020","Qtr","","alpha","Difference","4.75%","%","","","","","Difference 4.75% (12.54%) (0.91%) 0.70% 0.20% (1.07%)","actual","","",""
"PAIR_029AD2831AA720D1C9D196D9","MERGE","asset_class: this page prints no bare grouping heading, and a row already labelled 'Real Estate (Net)' is itself the grouping, so the field stays blank rather than repeating subject_name. metric_name: rows are entities and columns are periods, so the metric is the measure the table itself names in its printed wording, 'Net Time Weighted Returns' — never the period (which is the horizon) and never a singularised trim of the banner.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","4","TABLE","Performance Summary","Total Portfolio Performance","Difference","Since Inception","1","other_printed_scope","Difference","","","","","","","","","","December 31, 2020","Since Inception","","alpha","Difference","2.20%","%","","","","","Difference 7.47% (2.97%) 2.12% 2.37% 2.34% 2.20%","actual","","",""
"PAIR_F288AE718FA72BBC054EFF98","MERGE","asset_class: this page prints no bare grouping heading, and a row already labelled 'Real Estate (Net)' is itself the grouping, so the field stays blank rather than repeating subject_name. metric_name: rows are entities and columns are periods, so the metric is the measure the table itself names in its printed wording, 'Net Time Weighted Returns' — never the period (which is the horizon) and never a singularised trim of the banner.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","4","TABLE","Performance Summary","Total Portfolio Performance","Difference","Since Inception","2","other_printed_scope","Difference","","","","","","","","","","December 31, 2020","Since Inception","","alpha","Difference","(1.07%)","%","","","","","Difference 4.75% (12.54%) (0.91%) 0.70% 0.20% (1.07%)","actual","","",""
