"pair_id","decision","reason","contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status","definition_keys","method","fee_basis","value_scope","sector"
"PAIR_A08628CE2084FB4937DD8B2B","MERGE","metric_name from printed wording: page 1 states UVIMCO assets under management were $15.5 billion in the Long Term Pool, so assets under management is printed and Market Value is not. Section and figure title as ruled for this document. Backfill 2026-09-01: the Long Term Pool market value is the pool's own total, which lane A backed with the printed phrase and lane B left unstated; the backed reading stands.","2026-08-22.2","SRC375","f61eeefaffa1b3e41935961142f563d3887f3c3e621e726449d5826821bce017","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","1","FIGURE","Serving the University","Investor Composition","Long Term Pool","","1","portfolio","Long Term Pool","","","","","","","","","","June 30, 2025","","billion","aum","assets under management","$15.5","","","","UVIMCO’s assets under management were $15.5 billion in the Long Term Pool","","$15.5 billion","actual","","","","","","","portfolio_total",""
"PAIR_DEE1BA868B5A687AF15D2584","MERGE","grid x-coordinate 111 and the page image confirm the bar labels. Neither lane is complete: B carries the printed section heading and figure title, A carries the printed scale label In billions and the correct category. Market Value here is the plan's stated total assets under management, which the same page says in words (assets under management have grown from $13.6 billion to $15.5 billion (Graph 2)), so aum and not fair_value. Backfill 2026-09-01: the Long Term Pool market value is the pool's own total, which lane A backed with the printed phrase and lane B left unstated; the backed reading stands.; Source review: p1: Long Term Pool Market Value; 2022 (The source states Market Value as the measurement basis; the entity or table heading remains in source context.)","2026-08-22.2","SRC375","f61eeefaffa1b3e41935961142f563d3887f3c3e621e726449d5826821bce017","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","1","FIGURE","Serving the University","Long Term Pool Market Value","Long Term Pool","2022","1","portfolio","Long Term Pool","","","","","","","","","","June 30, 2022","","billions","aum","Market Value","$13.6","","","","Market Value","","$13.6 $13.6","actual","","","","","","","portfolio_total",""
"PAIR_73338E0673EDC381C4FB09B6","MERGE","grid x-coordinate 111 and the page image confirm the bar labels. Neither lane is complete: B carries the printed section heading and figure title, A carries the printed scale label In billions and the correct category. Market Value here is the plan's stated total assets under management, which the same page says in words (assets under management have grown from $13.6 billion to $15.5 billion (Graph 2)), so aum and not fair_value. Backfill 2026-09-01: the Long Term Pool market value is the pool's own total, which lane A backed with the printed phrase and lane B left unstated; the backed reading stands.; Source review: p1: Long Term Pool Market Value; 2023 (The source states Market Value as the measurement basis; the entity or table heading remains in source context.)","2026-08-22.2","SRC375","f61eeefaffa1b3e41935961142f563d3887f3c3e621e726449d5826821bce017","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","1","FIGURE","Serving the University","Long Term Pool Market Value","Long Term Pool","2023","1","portfolio","Long Term Pool","","","","","","","","","","June 30, 2023","","billions","aum","Market Value","$13.6","","","","Market Value","","$13.6 $13.6","actual","","","","","","","portfolio_total",""
"PAIR_40E4946BBACD6494B082A069","MERGE","grid x-coordinate 111 and the page image confirm the bar labels. Neither lane is complete: B carries the printed section heading and figure title, A carries the printed scale label In billions and the correct category. Market Value here is the plan's stated total assets under management, which the same page says in words (assets under management have grown from $13.6 billion to $15.5 billion (Graph 2)), so aum and not fair_value. Backfill 2026-09-01: the Long Term Pool market value is the pool's own total, which lane A backed with the printed phrase and lane B left unstated; the backed reading stands.; Source review: p1: Long Term Pool Market Value; 2024 (The source states Market Value as the measurement basis; the entity or table heading remains in source context.)","2026-08-22.2","SRC375","f61eeefaffa1b3e41935961142f563d3887f3c3e621e726449d5826821bce017","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","1","FIGURE","Serving the University","Long Term Pool Market Value","Long Term Pool","2024","1","portfolio","Long Term Pool","","","","","","","","","","June 30, 2024","","billions","aum","Market Value","$14.2","","","","Market Value","","$14 $14.2 100%","actual","","","","","","","portfolio_total",""
"PAIR_5522EB88F6AA33284A4A5652","MERGE","grid x-coordinate 111 and the page image confirm the bar labels. Neither lane is complete: B carries the printed section heading and figure title, A carries the printed scale label In billions and the correct category. Market Value here is the plan's stated total assets under management, which the same page says in words (assets under management have grown from $13.6 billion to $15.5 billion (Graph 2)), so aum and not fair_value. Backfill 2026-09-01: the Long Term Pool market value is the pool's own total, which lane A backed with the printed phrase and lane B left unstated; the backed reading stands.; Source review: p1: Long Term Pool Market Value; 2025 (The source states Market Value as the measurement basis; the entity or table heading remains in source context.)","2026-08-22.2","SRC375","f61eeefaffa1b3e41935961142f563d3887f3c3e621e726449d5826821bce017","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","1","FIGURE","Serving the University","Long Term Pool Market Value","Long Term Pool","2025","1","portfolio","Long Term Pool","","","","","","","","","","June 30, 2025","","billions","aum","Market Value","$15.5","","","","Market Value","","$15.5","actual","","","","","","","portfolio_total",""
"PAIR_9DF94200072EDE7A70D7FC6A","ACCEPT_B","same printed-wording ruling as the Long Term Pool donut centre; B quote is the clean printed amount while A quote carries two-column bleed from the TXT.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_A3246A1F9D434BA0C19BF73C","ACCEPT_B","context field printed on the page: the section heading Serving the University governs this figure and B populates source_section; source_table takes the printed figure title Investor Composition, the GRAPH 1 prefix being the figure number and not part of the title. Value 51% agreed.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_5694DE1B05B9E9F812CF5EF1","ACCEPT_A","printed and eligible: the sentence states $7.9 billion represents the Rector and Visitors endowment, the same bucket the Investor Composition donut prints at 51%. A files it as allocation_observation market_value for that bucket, which is the family its percentage counterpart already uses.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_60E26FB3776477F6FB8F2647","ACCEPT_B","same source_section and source_table ruling as the other Investor Composition slices. Value 13% agreed.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_8C2640499E19702D1F45A378","ACCEPT_A","printed and eligible: $2.0 billion of other University long-term assets, the bucket the donut prints at 13%. Same family ruling as the other three component amounts.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_87E32C744A3CCE3AA3112CC9","ACCEPT_B","same source_section and source_table ruling as the other Investor Composition slices. Value 14% agreed.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_AF57DE5D1375056B5D7911F3","ACCEPT_A","printed and eligible: $2.1 billion Strategic Investment Fund, the bucket the donut prints at 14%. Same family ruling as the other three component amounts.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_CC73253379BE9F31F59CF81A","ACCEPT_B","same source_section and source_table ruling as the other Investor Composition slices. Value 23% agreed.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_13F3F45AA52A11B1D5FB5DC3","ACCEPT_B","printed on page 1: the Short Term Pool donut prints a single 100% slice labelled University-Associated Organizations. B carries the correct section and figure title and cites the printed 100% directly; A cites a jumbled two-column TXT line.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_1C3DEDFAC50D2D5151CFF4CA","ACCEPT_A","printed and eligible: $3.5 billion held by University-associated organizations, the bucket the donut prints at 23%. Same family ruling as the other three component amounts.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_B57A66E40931B9DDE3BFA57F","REJECT","duplicate of the same printed cell already published from Extractor B occurrence 2 of University-Associated Organizations under Investor Composition. One printed cell is one row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_FC6332620361E6A23C78C6E2","MERGE","Both lanes transcribed footnote (1) of Table 1. The row keeps the printed marker as its label and the section heading printed above the table; a printed note carries no subject.","2026-09-01.2","SRC375","f61eeefaffa1b3e41935961142f563d3887f3c3e621e726449d5826821bce017","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","definition_context","2","FOOTNOTE","Long Term Pool Performance","TABLE 1 Long Term Pool Strategy Allocation and Investment Returns","(1)","","1","","","","","","","","","","","","June 30, 2025","","","","","","","","Percent of Long Term Pool net asset value.","","Allocation","(1)Percent of Long TermPool net asset value.","actual","","","","1","","","",""
"PAIR_A66ED17D76E43A557C856742","MERGE","Both lanes transcribed footnote (2) of Table 1, the gross-of-UVIMCO-fees, net-of-manager-fees statement. The row keeps the printed marker as its label and the section heading printed above the table.","2026-09-01.2","SRC375","f61eeefaffa1b3e41935961142f563d3887f3c3e621e726449d5826821bce017","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","definition_context","2","FOOTNOTE","Long Term Pool Performance","TABLE 1 Long Term Pool Strategy Allocation and Investment Returns","(2)","","1","","","","","","","","","","","","June 30, 2025","","","","","","","","Long Term Pool returns are presented gross of UVIMCO management and incentive fees but net of underlying manager fees.","","Long Term Pool","(2)Long Term Pool returns are presented gross of UVIMCO management and incentive fees but net of underlying manager fees.","actual","","","","2","","","",""
"PAIR_443330989F62CDD38E437584","MERGE","Both lanes transcribed footnote (3) of Table 1, the policy-benchmark composition. The row keeps the printed marker as its label and the section heading printed above the table.","2026-09-01.2","SRC375","f61eeefaffa1b3e41935961142f563d3887f3c3e621e726449d5826821bce017","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","definition_context","2","FOOTNOTE","Long Term Pool Performance","TABLE 1 Long Term Pool Strategy Allocation and Investment Returns","(3)","","1","","","","","","","","","","","","June 30, 2025","","","","","","","","Geometrically linked monthly average of 75% MSCI All Country World Equity and 25% Bloomberg U.S. Treasury Bond. The policy portfolio weights are 65/10/25 equity, real estate, fixed income between July 1, 2019 and June 30, 2020 and 60/10/30 prior to July 1, 2019.","","Policy Benchmark","(3)Geometrically linked monthly average of 75% MSCI All Country World Equity and 25% Bloomberg U.S. Treasury Bond.","actual","","","","3","","","",""
"PAIR_DDE6097955FAE314D4FB9B67","MERGE","same number, different column. B swapped the 5YR and 10YR readings on this and six other body rows while reading its own Long Term Pool and Policy Benchmark rows in printed order, so B is internally inconsistent. The grid assigns the fourth numeric cell to column_index 6 (x=260) and the fifth to column_index 7 (x=303) on every row of this table, and the page's own narrative fixes column 6 as 5YR by stating 11.8% over five years and 9.2% over ten years for the Long Term Pool row. A holds the printed value; B holds the printed section, table title and metric_name. Backfill 2026-09-01: qualifier columns filled from the lanes' agreed reading.","2026-08-22.2","SRC375","f61eeefaffa1b3e41935961142f563d3887f3c3e621e726449d5826821bce017","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","2","TABLE","Long Term Pool Performance","Long Term Pool Strategy Allocation and Investment Returns","Absolute Return","10YR","1","asset_class","Absolute Return","","","","","","","","","","June 30, 2025","10YR","","return","Investment Returns","4.4","%","","","Annualized","","Absolute Return 8.6 2.5 5.4 6.4 4.4 5.7","actual","","","","ANNUALIZED","annualized","unstated","",""
"PAIR_4EEA40961EF1A7409581622B","ACCEPT_B","B is source-correct on all three differing fields. The page prints the section heading Long Term Pool Performance above this table and A left source_section blank; source_table takes the printed table title, the TABLE 1 prefix being the figure number; and metric_name Investment Returns is the measure the printed title names, a period column header never being a metric name. Value agreed by both lanes and confirmed against the grid column x-coordinate.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_12656AADBBBE8BE506E68A3E","ACCEPT_B","printed and eligible. The 2025 stack prints seven labels that sum to 100 (28+9+28+16+9+4+6) and A omitted Fixed Income & Cash. B carries the printed section heading Asset Allocation, the printed figure title, and the IMAGE_ONLY convention for a chart label whose TXT glyphs are duplicated.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_1FDA69DA174AE7AC0E0A16CC","MERGE","B is source-correct on all three differing fields. The page prints the section heading Long Term Pool Performance above this table and A left source_section blank; source_table takes the printed table title, the TABLE 1 prefix being the figure number; and metric_name Investment Returns is the measure the printed title names, a period column header never being a metric name. Value agreed by both lanes and confirmed against the grid column x-coordinate. Backfill 2026-09-01: the qualifier columns the other lane filled are carried, the lanes agreeing on every filled cell.","2026-08-22.2","SRC375","f61eeefaffa1b3e41935961142f563d3887f3c3e621e726449d5826821bce017","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","2","TABLE","Long Term Pool Performance","Long Term Pool Strategy Allocation and Investment Returns","Absolute Return","20YR","1","asset_class","Absolute Return","","","","","","","","","","June 30, 2025","20YR","","return","Investment Returns","5.7","%","","","Annualized","","Absolute Return 8.6 2.5 5.4 6.4 4.4 5.7","actual","","","","ANNUALIZED","annualized","unstated","",""
"PAIR_20DED5F08002351E741D1CD9","MERGE","B is source-correct on all three differing fields. The page prints the section heading Long Term Pool Performance above this table and A left source_section blank; source_table takes the printed table title, the TABLE 1 prefix being the figure number; and metric_name Investment Returns is the measure the printed title names, a period column header never being a metric name. Value agreed by both lanes and confirmed against the grid column x-coordinate. Backfill 2026-09-01: the qualifier columns the other lane filled are carried, the lanes agreeing on every filled cell.","2026-08-22.2","SRC375","f61eeefaffa1b3e41935961142f563d3887f3c3e621e726449d5826821bce017","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","2","TABLE","Long Term Pool Performance","Long Term Pool Strategy Allocation and Investment Returns","Absolute Return","3YR","1","asset_class","Absolute Return","","","","","","","","","","June 30, 2025","3YR","","return","Investment Returns","5.4","%","","","Annualized","","Absolute Return 8.6 2.5 5.4 6.4 4.4 5.7","actual","","","","ANNUALIZED","annualized","unstated","",""
"PAIR_EF6733403E3CC24663A265F2","MERGE","same number, different column. B swapped the 5YR and 10YR readings on this and six other body rows while reading its own Long Term Pool and Policy Benchmark rows in printed order, so B is internally inconsistent. The grid assigns the fourth numeric cell to column_index 6 (x=260) and the fifth to column_index 7 (x=303) on every row of this table, and the page's own narrative fixes column 6 as 5YR by stating 11.8% over five years and 9.2% over ten years for the Long Term Pool row. A holds the printed value; B holds the printed section, table title and metric_name. Backfill 2026-09-01: qualifier columns filled from the lanes' agreed reading.","2026-08-22.2","SRC375","f61eeefaffa1b3e41935961142f563d3887f3c3e621e726449d5826821bce017","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","2","TABLE","Long Term Pool Performance","Long Term Pool Strategy Allocation and Investment Returns","Absolute Return","5YR","1","asset_class","Absolute Return","","","","","","","","","","June 30, 2025","5YR","","return","Investment Returns","6.4","%","","","Annualized","","Absolute Return 8.6 2.5 5.4 6.4 4.4 5.7","actual","","","","ANNUALIZED","annualized","unstated","",""
"PAIR_75E984354180E38F991271FF","ACCEPT_B","Graph 3 prints the line Annualized through June 30, 2025 over its bars; lane B captured it as the note the bars cite and lane A copied the phrase into basis_raw instead. The note is verbatim on the page.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_BF0EC702E51C6D0C4CA7A23F","ACCEPT_B","Table 1 prints the banner Annualized over its 3YR to 20YR columns; lane B captured it as the note those cells cite and lane A copied the word into basis_raw instead. The banner is verbatim on the page.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_A0DFC1AD8B0621A4E1A35A31","MERGE","same number, different column. B swapped the 5YR and 10YR readings on this and six other body rows while reading its own Long Term Pool and Policy Benchmark rows in printed order, so B is internally inconsistent. The grid assigns the fourth numeric cell to column_index 6 (x=260) and the fifth to column_index 7 (x=303) on every row of this table, and the page's own narrative fixes column 6 as 5YR by stating 11.8% over five years and 9.2% over ten years for the Long Term Pool row. A holds the printed value; B holds the printed section, table title and metric_name. Backfill 2026-09-01: qualifier columns filled from the lanes' agreed reading.","2026-08-22.2","SRC375","f61eeefaffa1b3e41935961142f563d3887f3c3e621e726449d5826821bce017","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","2","TABLE","Long Term Pool Performance","Long Term Pool Strategy Allocation and Investment Returns","Cash","10YR","1","asset_class","Cash","","","","","","","","","","June 30, 2025","10YR","","return","Investment Returns","1.7","%","","","Annualized","","Cash 1.4 3.8 4.0 2.4 1.7 --","actual","","","","ANNUALIZED","annualized","unstated","",""
"PAIR_FE758AACD40071D2C088FBBD","ACCEPT_B","B is source-correct on all three differing fields. The page prints the section heading Long Term Pool Performance above this table and A left source_section blank; source_table takes the printed table title, the TABLE 1 prefix being the figure number; and metric_name Investment Returns is the measure the printed title names, a period column header never being a metric name. Value agreed by both lanes and confirmed against the grid column x-coordinate.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_FBA1A69A52EC6F3DFA8305AE","MERGE","B is source-correct on all three differing fields. The page prints the section heading Long Term Pool Performance above this table and A left source_section blank; source_table takes the printed table title, the TABLE 1 prefix being the figure number; and metric_name Investment Returns is the measure the printed title names, a period column header never being a metric name. Value agreed by both lanes and confirmed against the grid column x-coordinate. Backfill 2026-09-01: the qualifier columns the other lane filled are carried, the lanes agreeing on every filled cell.","2026-08-22.2","SRC375","f61eeefaffa1b3e41935961142f563d3887f3c3e621e726449d5826821bce017","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","2","TABLE","Long Term Pool Performance","Long Term Pool Strategy Allocation and Investment Returns","Cash","3YR","1","asset_class","Cash","","","","","","","","","","June 30, 2025","3YR","","return","Investment Returns","4.0","%","","","Annualized","","Cash 1.4 3.8 4.0 2.4 1.7 --","actual","","","","ANNUALIZED","annualized","unstated","",""
"PAIR_806487CE21113924DCB29968","MERGE","same number, different column. B swapped the 5YR and 10YR readings on this and six other body rows while reading its own Long Term Pool and Policy Benchmark rows in printed order, so B is internally inconsistent. The grid assigns the fourth numeric cell to column_index 6 (x=260) and the fifth to column_index 7 (x=303) on every row of this table, and the page's own narrative fixes column 6 as 5YR by stating 11.8% over five years and 9.2% over ten years for the Long Term Pool row. A holds the printed value; B holds the printed section, table title and metric_name. Backfill 2026-09-01: qualifier columns filled from the lanes' agreed reading.","2026-08-22.2","SRC375","f61eeefaffa1b3e41935961142f563d3887f3c3e621e726449d5826821bce017","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","2","TABLE","Long Term Pool Performance","Long Term Pool Strategy Allocation and Investment Returns","Cash","5YR","1","asset_class","Cash","","","","","","","","","","June 30, 2025","5YR","","return","Investment Returns","2.4","%","","","Annualized","","Cash 1.4 3.8 4.0 2.4 1.7 --","actual","","","","ANNUALIZED","annualized","unstated","",""
"PAIR_69E118D0AF5666CDA5AFD780","MERGE","same number, different column. B swapped the 5YR and 10YR readings on this and six other body rows while reading its own Long Term Pool and Policy Benchmark rows in printed order, so B is internally inconsistent. The grid assigns the fourth numeric cell to column_index 6 (x=260) and the fifth to column_index 7 (x=303) on every row of this table, and the page's own narrative fixes column 6 as 5YR by stating 11.8% over five years and 9.2% over ten years for the Long Term Pool row. A holds the printed value; B holds the printed section, table title and metric_name. Backfill 2026-09-01: qualifier columns filled from the lanes' agreed reading.","2026-08-22.2","SRC375","f61eeefaffa1b3e41935961142f563d3887f3c3e621e726449d5826821bce017","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","2","TABLE","Long Term Pool Performance","Long Term Pool Strategy Allocation and Investment Returns","Credit","10YR","1","asset_class","Credit","","","","","","","","","","June 30, 2025","10YR","","return","Investment Returns","6.9","%","","","Annualized","","Credit 4.6 11.3 8.8 9.9 6.9 6.9","actual","","","","ANNUALIZED","annualized","unstated","",""
"PAIR_81973F7B93BBA1F78E40DFE9","ACCEPT_B","B is source-correct on all three differing fields. The page prints the section heading Long Term Pool Performance above this table and A left source_section blank; source_table takes the printed table title, the TABLE 1 prefix being the figure number; and metric_name Investment Returns is the measure the printed title names, a period column header never being a metric name. Value agreed by both lanes and confirmed against the grid column x-coordinate.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_284937CB8F8186E9C3376D45","ACCEPT_B","printed and eligible. The 2025 stack prints seven labels that sum to 100 (28+9+28+16+9+4+6) and A omitted Fixed Income & Cash. B carries the printed section heading Asset Allocation, the printed figure title, and the IMAGE_ONLY convention for a chart label whose TXT glyphs are duplicated.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_AB524392BD9980D79936ADCC","MERGE","B is source-correct on all three differing fields. The page prints the section heading Long Term Pool Performance above this table and A left source_section blank; source_table takes the printed table title, the TABLE 1 prefix being the figure number; and metric_name Investment Returns is the measure the printed title names, a period column header never being a metric name. Value agreed by both lanes and confirmed against the grid column x-coordinate. Backfill 2026-09-01: the qualifier columns the other lane filled are carried, the lanes agreeing on every filled cell.","2026-08-22.2","SRC375","f61eeefaffa1b3e41935961142f563d3887f3c3e621e726449d5826821bce017","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","2","TABLE","Long Term Pool Performance","Long Term Pool Strategy Allocation and Investment Returns","Credit","20YR","1","asset_class","Credit","","","","","","","","","","June 30, 2025","20YR","","return","Investment Returns","6.9","%","","","Annualized","","Credit 4.6 11.3 8.8 9.9 6.9 6.9","actual","","","","ANNUALIZED","annualized","unstated","",""
"PAIR_D59F047F24508B1C6B18E776","MERGE","B is source-correct on all three differing fields. The page prints the section heading Long Term Pool Performance above this table and A left source_section blank; source_table takes the printed table title, the TABLE 1 prefix being the figure number; and metric_name Investment Returns is the measure the printed title names, a period column header never being a metric name. Value agreed by both lanes and confirmed against the grid column x-coordinate. Backfill 2026-09-01: the qualifier columns the other lane filled are carried, the lanes agreeing on every filled cell.","2026-08-22.2","SRC375","f61eeefaffa1b3e41935961142f563d3887f3c3e621e726449d5826821bce017","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","2","TABLE","Long Term Pool Performance","Long Term Pool Strategy Allocation and Investment Returns","Credit","3YR","1","asset_class","Credit","","","","","","","","","","June 30, 2025","3YR","","return","Investment Returns","8.8","%","","","Annualized","","Credit 4.6 11.3 8.8 9.9 6.9 6.9","actual","","","","ANNUALIZED","annualized","unstated","",""
"PAIR_82C59A0464FDFE6112D1E80A","MERGE","same number, different column. B swapped the 5YR and 10YR readings on this and six other body rows while reading its own Long Term Pool and Policy Benchmark rows in printed order, so B is internally inconsistent. The grid assigns the fourth numeric cell to column_index 6 (x=260) and the fifth to column_index 7 (x=303) on every row of this table, and the page's own narrative fixes column 6 as 5YR by stating 11.8% over five years and 9.2% over ten years for the Long Term Pool row. A holds the printed value; B holds the printed section, table title and metric_name. Backfill 2026-09-01: qualifier columns filled from the lanes' agreed reading.","2026-08-22.2","SRC375","f61eeefaffa1b3e41935961142f563d3887f3c3e621e726449d5826821bce017","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","2","TABLE","Long Term Pool Performance","Long Term Pool Strategy Allocation and Investment Returns","Credit","5YR","1","asset_class","Credit","","","","","","","","","","June 30, 2025","5YR","","return","Investment Returns","9.9","%","","","Annualized","","Credit 4.6 11.3 8.8 9.9 6.9 6.9","actual","","","","ANNUALIZED","annualized","unstated","",""
