"pair_id","decision","reason","contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status","definition_keys","method","fee_basis","value_scope","sector"
"PAIR_EF463100695C0B005A7A9518","ACCEPT_B","Identical reading; only source_section differs. page-002.png prints the page heading 1Q 2026 PERFORMANCE UPDATE above the table, so the populated side is right. Applied to every page-2 row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_35C4F2357FA3E08509CD1712","ACCEPT_B","Identical reading; only source_section differs. page-002.png prints the page heading 1Q 2026 PERFORMANCE UPDATE above the table, so the populated side is right. Applied to every page-2 row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_DB1F399731B1C5C4A5BC1785","ACCEPT_B","One table produces one family. The Distribution Summary columns are NAV Per Share, Total Distribution Per Share and Annualized Distribution Rate, which is a capital/distribution table, so fund_economics_observation governs every column; that family permits no yield, so income is the category, and page-002.png prints the section heading B carries.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_28F6214C23373C9229A09834","ACCEPT_B","Identical reading; only source_section differs. page-002.png prints the page heading 1Q 2026 PERFORMANCE UPDATE above the table, so the populated side is right. Applied to every page-2 row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_30402A8B2C779A9F70E2C8DD","MERGE","B is right on family and section (one table produces one family; the Distribution Summary is a capital/distribution table, so fund_economics_observation and nav govern), but B strips the printed currency symbol. The printed form on page-002.png is $24.69. Value keeps the printed form. Backfill 2026-09-01: qualifier columns filled from the lanes' agreed reading.","2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","2","TABLE","1Q 2026 PERFORMANCE UPDATE","Distribution Summary","As of April 30, 2026","NAV Per Share","1","fund","Antares Private Credit Fund (ABDC)","","","","","","","","","","April 30, 2026","","$","nav","NAV Per Share","$24.69","","","","","","As of April 30, 2026 $24.69 $0.19 9.00%","actual","","","","","","","unstated",""
"PAIR_5E917D0133C9C9199055E41E","MERGE","A missed the column entirely; its coverage note that no controlled category matches is wrong, because fund_economics_observation permits distribution. B found the cell but strips the printed currency symbol: page-002.png prints $0.19. Backfill 2026-09-01: qualifier columns filled from the lanes' agreed reading.","2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","2","TABLE","1Q 2026 PERFORMANCE UPDATE","Distribution Summary","As of April 30, 2026","Total Distribution Per Share","1","fund","Antares Private Credit Fund (ABDC)","","","","","","","","","","April 30, 2026","","$","distribution","Total Distribution Per Share","$0.19","","","","","","As of April 30, 2026 $24.69 $0.19 9.00%","actual","","","","9","","","",""
"PAIR_B624C8DDF57ED874CA053359","ACCEPT_B","Identical reading; only source_section differs. page-002.png prints the page heading 1Q 2026 PERFORMANCE UPDATE above the table, so the populated side is right. Applied to every page-2 row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_2053F69A5E4CD082654A7655","ACCEPT_B","Identical reading; only source_section differs. page-002.png prints the page heading 1Q 2026 PERFORMANCE UPDATE above the table, so the populated side is right. Applied to every page-2 row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_080FDB0A5CD4DD071B69B818","ACCEPT_B","Identical reading; only source_section differs. page-002.png prints the page heading 1Q 2026 PERFORMANCE UPDATE above the table, so the populated side is right. Applied to every page-2 row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_17AE87949B5EEBBCF445E6D7","ACCEPT_B","One table produces one family; the Distribution Summary is fund_economics_observation on every column and that family permits no yield, so income is the category. Section heading printed on page-002.png.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_B426DB32424AD213F73DCA0C","ACCEPT_B","Identical reading; only source_section differs. page-002.png prints the page heading 1Q 2026 PERFORMANCE UPDATE above the table, so the populated side is right. Applied to every page-2 row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_A5401F71F6581FB5029F41FD","MERGE","B is right on family and section; B strips the printed currency symbol. The printed form on page-002.png is $24.67. Backfill 2026-09-01: qualifier columns filled from the lanes' agreed reading.","2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","2","TABLE","1Q 2026 PERFORMANCE UPDATE","Distribution Summary","As of February 28, 2026","NAV Per Share","1","fund","Antares Private Credit Fund (ABDC)","","","","","","","","","","February 28, 2026","","$","nav","NAV Per Share","$24.67","","","","","","As of February 28, 2026 $24.67 $0.19 9.25%","actual","","","","","","","unstated",""
"PAIR_48798919726A1D4B668B1FF4","MERGE","A missed the column; fund_economics_observation permits distribution. B strips the printed currency symbol: page-002.png prints $0.19. Backfill 2026-09-01: qualifier columns filled from the lanes' agreed reading.","2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","2","TABLE","1Q 2026 PERFORMANCE UPDATE","Distribution Summary","As of February 28, 2026","Total Distribution Per Share","1","fund","Antares Private Credit Fund (ABDC)","","","","","","","","","","February 28, 2026","","$","distribution","Total Distribution Per Share","$0.19","","","","","","As of February 28, 2026 $24.67 $0.19 9.25%","actual","","","","9","","","",""
"PAIR_9563DCD05ADC90DC25B8DC78","ACCEPT_B","Identical reading; only source_section differs. page-002.png prints the page heading 1Q 2026 PERFORMANCE UPDATE above the table, so the populated side is right. Applied to every page-2 row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_2E3DA8A2A044E44AEB7719A1","ACCEPT_B","Identical reading; only source_section differs. page-002.png prints the page heading 1Q 2026 PERFORMANCE UPDATE above the table, so the populated side is right. Applied to every page-2 row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_ADE58BFF8643FA86B1CFC9E5","ACCEPT_B","Identical reading; only source_section differs. page-002.png prints the page heading 1Q 2026 PERFORMANCE UPDATE above the table, so the populated side is right. Applied to every page-2 row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_2D6AE90B12887D539872DCDF","ACCEPT_B","One table produces one family; the Distribution Summary is fund_economics_observation on every column and that family permits no yield, so income is the category. Section heading printed on page-002.png.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_3DF3769A9C8EFF4A9E8298D3","ACCEPT_B","Identical reading; only source_section differs. page-002.png prints the page heading 1Q 2026 PERFORMANCE UPDATE above the table, so the populated side is right. Applied to every page-2 row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_30A7D548ABBFA40292437D1E","MERGE","B is right on family and section; B strips the printed currency symbol. The printed form on page-002.png is $25.07. Backfill 2026-09-01: qualifier columns filled from the lanes' agreed reading.","2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","2","TABLE","1Q 2026 PERFORMANCE UPDATE","Distribution Summary","As of January 31, 2026","NAV Per Share","1","fund","Antares Private Credit Fund (ABDC)","","","","","","","","","","January 31, 2026","","$","nav","NAV Per Share","$25.07","","","","","","As of January 31, 2026 $25.07 $0.18 9.50%","actual","","","","","","","unstated",""
"PAIR_05B32EF91B17CB0AE332EC66","MERGE","A missed the column; fund_economics_observation permits distribution. B strips the printed currency symbol: page-002.png prints $0.18. Backfill 2026-09-01: qualifier columns filled from the lanes' agreed reading.","2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","2","TABLE","1Q 2026 PERFORMANCE UPDATE","Distribution Summary","As of January 31, 2026","Total Distribution Per Share","1","fund","Antares Private Credit Fund (ABDC)","","","","","","","","","","January 31, 2026","","$","distribution","Total Distribution Per Share","$0.18","","","","","","As of January 31, 2026 $25.07 $0.18 9.50%","actual","","","","9","","","",""
"PAIR_4A763DD16BEAF90F49647468","ACCEPT_B","Identical reading; only source_section differs. page-002.png prints the page heading 1Q 2026 PERFORMANCE UPDATE above the table, so the populated side is right. Applied to every page-2 row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_D9DEB13505716B83CBF96D98","ACCEPT_B","Identical reading; only source_section differs. page-002.png prints the page heading 1Q 2026 PERFORMANCE UPDATE above the table, so the populated side is right. Applied to every page-2 row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_CBEDAC99BF27A276F80EF914","ACCEPT_B","Identical reading; only source_section differs. page-002.png prints the page heading 1Q 2026 PERFORMANCE UPDATE above the table, so the populated side is right. Applied to every page-2 row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_184F00E74881FBF6CA95A593","ACCEPT_B","One table produces one family; the Distribution Summary is fund_economics_observation on every column and that family permits no yield, so income is the category. Section heading printed on page-002.png.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_6ABB0375FB1A55A59099B664","ACCEPT_B","Identical reading; only source_section differs. page-002.png prints the page heading 1Q 2026 PERFORMANCE UPDATE above the table, so the populated side is right. Applied to every page-2 row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_0493784D4A9A615651894A82","MERGE","B is right on family and section; B strips the printed currency symbol. The printed form on page-002.png is $24.57. Backfill 2026-09-01: qualifier columns filled from the lanes' agreed reading.","2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","2","TABLE","1Q 2026 PERFORMANCE UPDATE","Distribution Summary","As of March 31, 2026","NAV Per Share","1","fund","Antares Private Credit Fund (ABDC)","","","","","","","","","","March 31, 2026","","$","nav","NAV Per Share","$24.57","","","","","","As of March 31, 2026 $24.57 $0.18 9.00%","actual","","","","","","","unstated",""
"PAIR_A5BA4115CAC2FA46C14EB899","MERGE","A missed the column; fund_economics_observation permits distribution. B strips the printed currency symbol: page-002.png prints $0.18. Backfill 2026-09-01: qualifier columns filled from the lanes' agreed reading.","2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","2","TABLE","1Q 2026 PERFORMANCE UPDATE","Distribution Summary","As of March 31, 2026","Total Distribution Per Share","1","fund","Antares Private Credit Fund (ABDC)","","","","","","","","","","March 31, 2026","","$","distribution","Total Distribution Per Share","$0.18","","","","","","As of March 31, 2026 $24.57 $0.18 9.00%","actual","","","","9","","","",""
"PAIR_55357A20E01FAE33E9B6A44F","ACCEPT_B","Identical reading; only source_section differs. page-002.png prints the page heading 1Q 2026 PERFORMANCE UPDATE above the table, so the populated side is right. Applied to every page-2 row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_80EF1FF0781ED0BD6A20005C","MERGE","Both lanes transcribed the page-2 note stating that returns are total returns and not annualized except inception to date. It sits beneath the table as a footnote; condition_raw names what the note governs in the page's own words instead of repeating the note.","2026-09-01.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","definition_context","2","FOOTNOTE","1Q 2026 PERFORMANCE UPDATE","Total Net Return Summary","Total return (not annualized)","","1","","","","","","","","","","","","","","","","","","","","Current performance may be higher or lower than the performance quoted above. Past performance is not a reliable indicator of future performance and future results may vary materially. Returns shown are representative of total returns and are not annualized, except for inception to date. Total return (not annualized) is calculated as the change in net assets per share during the period, plus distributions per share (assuming distributions are reinvested in accordance with the Fund's distribution reinvestment plan), divided by the net assets per share at the beginning of the period.","","the performance quoted above","Returns shown are representative of total returns and are not annualized, except for inception to date.","actual","","","","METHODOLOGY","","","",""
"PAIR_F19348F88C6E439BB1292287","MERGE","ABDC Summary Statistics is composition by bucket with a weight against each, so allocation_observation/actual_allocation, not fund_economics_observation/ownership_percentage. Section heading printed on page-003.png.","2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","allocation_observation","3","TABLE","1Q 2026 PORTFOLIO UPDATE","ABDC Summary Statistics","% of loans at fair value with mark < 90","UNLABELED_COLUMN_1","1","other_printed_scope","% of loans at fair value with mark < 90","","","","","","","","","","March 31, 2026","","","actual_allocation","% of loans at fair value with mark < 90","1.4%","%","","","","","% of loans at fair value with mark < 90 1.4%","actual","","","","","","","",""
"PAIR_16C0A07F81C9198790859E17","MERGE","Both lanes labelled the column % Commits, but page-003.png and the grid both show the Borrower diversification block prints no column header (grid column_index 1, header blank); % Commits belongs to the Risk Rating Distribution figure. Corrected to UNLABELED_COLUMN_1, metric_name from the block's measure name, section heading printed.","2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","allocation_observation","3","TABLE","1Q 2026 PORTFOLIO UPDATE","Borrower diversification","All other borrowers","UNLABELED_COLUMN_1","1","other_printed_scope","All other borrowers","","","","","","","","","","March 31, 2026","","","actual_allocation","Borrower diversification","69.3%","%","","","","","All other borrowers 69.3%","actual","","","","","","","",""
"PAIR_8A696BF68A2B31DE3A951B96","REJECT","Duplicate of the same printed cell under a column header the table does not print. page-003.png and the grid both show the Borrower diversification block has no column header (grid column_index 1, header blank); the % Commits header belongs to the Risk Rating Distribution figure. The cell is kept once under UNLABELED_COLUMN_1.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_19F58EE146EFA20AEF12C40A","MERGE","One-sided but the cell is printed on page-003.png, so the row is right and B filed the same cell under a column header the table does not print. The grid gives this block column_index 1 with a blank header, so UNLABELED_COLUMN_1 is the correct column. Rows are borrower groups under one unlabelled measure column, so metric_name takes the block's measure name. Section heading printed.","2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","allocation_observation","3","TABLE","1Q 2026 PORTFOLIO UPDATE","Borrower diversification","Average position size","UNLABELED_COLUMN_1","1","other_printed_scope","Average position size","","","","","","","","","","March 31, 2026","","","actual_allocation","Borrower diversification","0.3%","%","","","","","Average position size 0.3%","actual","","","","","","","",""
"PAIR_CE52B057A05B8802391FBDCE","MERGE","The Borrower diversification block prints no column header (grid column_index 1, header blank); % Commits belongs to the Risk Rating Distribution figure. Corrected to UNLABELED_COLUMN_1, metric_name from the block's measure name, section heading printed.","2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","allocation_observation","3","TABLE","1Q 2026 PORTFOLIO UPDATE","Borrower diversification","Borrowers 1-10","UNLABELED_COLUMN_1","1","other_printed_scope","Borrowers 1-10","","","","","","","","","","March 31, 2026","","","actual_allocation","Borrower diversification","11.1%","%","","","","","Borrowers 1-10 11.1%","actual","","","","","","","",""
"PAIR_C4D05C4A838B2D7A77315A73","MERGE","The Borrower diversification block prints no column header (grid column_index 1, header blank); % Commits belongs to the Risk Rating Distribution figure. Corrected to UNLABELED_COLUMN_1, metric_name from the block's measure name, section heading printed.","2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","allocation_observation","3","TABLE","1Q 2026 PORTFOLIO UPDATE","Borrower diversification","Borrowers 11-20","UNLABELED_COLUMN_1","1","other_printed_scope","Borrowers 11-20","","","","","","","","","","March 31, 2026","","","actual_allocation","Borrower diversification","8.2%","%","","","","","Borrowers 11-20 8.2%","actual","","","","","","","",""
"PAIR_43449CFE963FB8CB2D6F53E9","MERGE","The Borrower diversification block prints no column header (grid column_index 1, header blank); % Commits belongs to the Risk Rating Distribution figure. Corrected to UNLABELED_COLUMN_1, metric_name from the block's measure name, section heading printed.","2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","allocation_observation","3","TABLE","1Q 2026 PORTFOLIO UPDATE","Borrower diversification","Borrowers 21-35","UNLABELED_COLUMN_1","1","other_printed_scope","Borrowers 21-35","","","","","","","","","","March 31, 2026","","","actual_allocation","Borrower diversification","11.3%","%","","","","","Borrowers 21-35 11.3%","actual","","","","","","","",""
"PAIR_0AE73D52A9A0C21484F4F55E","ACCEPT_B","Industry Diversification is a donut chart with a printed legend, so FIGURE is right and TABLE is wrong; the printed title is Industry Diversification and (10) is a footnote marker, not part of it; rows are industry buckets under one unlabeled measure column, so metric_name takes the table's measure name; page-003.png prints the section heading 1Q 2026 PORTFOLIO UPDATE. Applied to all 11 legend rows.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_8BF8C9677C0DB0066DE414E7","ACCEPT_B","Industry Diversification legend: FIGURE, printed title without the footnote marker, metric_name from the table's measure name, section heading printed on page-003.png.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_E66803D8490638FF3E1B7D44","ACCEPT_B","Industry Diversification legend: FIGURE, printed title without the footnote marker, metric_name from the table's measure name, section heading printed on page-003.png.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_E363528F4DF2FC05717B41E6","ACCEPT_B","Industry Diversification legend: FIGURE, printed title without the footnote marker, metric_name from the table's measure name, section heading printed on page-003.png.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_909B6C6B5C7B81BBD66A61BC","MERGE","B typed the ABDC Summary Statistics table fund_economics_observation/ownership_percentage, but the table carries no commitment, contribution or distribution column; it is composition by bucket with a weight against each, which is allocation_observation, and 97.8% is a portfolio composition share, not an ownership stake. A has the family and category right and only source_section is missing: page-003.png prints the page heading 1Q 2026 PORTFOLIO UPDATE. Applied to every page-3 row. Backfill 2026-09-01: qualifier columns filled from the lanes' agreed reading.","2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","allocation_observation","3","TABLE","1Q 2026 PORTFOLIO UPDATE","ABDC Summary Statistics","First lien senior secured debt","UNLABELED_COLUMN_1","1","asset_class","First lien senior secured debt","","","","","","","","","","March 31, 2026","","","actual_allocation","First lien senior secured debt","97.8%","%","","","","","First lien senior secured debt(6) 97.8%","actual","","","","6","","","",""
"PAIR_71AD0431013A2083CA88A19A","MERGE","ABDC Summary Statistics is composition by bucket with a weight against each, so allocation_observation/actual_allocation, not fund_economics_observation/ownership_percentage. Section heading printed on page-003.png.","2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","allocation_observation","3","TABLE","1Q 2026 PORTFOLIO UPDATE","ABDC Summary Statistics","Floating rate debt investments","UNLABELED_COLUMN_1","1","asset_class","Floating rate debt investments","","","","","","","","","","March 31, 2026","","","actual_allocation","Floating rate debt investments","~100%","%","","","","","Floating rate debt investments ~100%","actual","","","","","","","",""
"PAIR_1A29F6A631C8775B23FFC13C","REJECT","Fund liquidity (cash + amount available to borrower) $1.6B is undrawn capacity plus cash, not net asset value; nav is wrong and no other allowed Quarterly_Report category covers a liquidity or facility balance.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_3614760DCF785CC1A142378A","REJECT","Fund net leverage (net debt-to-equity) 1.12x is a leverage multiple, not an ownership stake; ownership_percentage is wrong and no allowed Quarterly_Report category covers leverage.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_BB241B49A8E7B8CEB7230D5A","ACCEPT_B","Industry Diversification legend: FIGURE, printed title without the footnote marker, metric_name from the table's measure name, section heading printed on page-003.png.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_1492EDC4916A3692AC690D65","ACCEPT_B","Industry Diversification legend: FIGURE, printed title without the footnote marker, metric_name from the table's measure name, section heading printed on page-003.png.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
