record_group,field_name,source_labels_seen,definition,first_seen_file_id,files_processed,files_checked_for_field,files_with_field,presence_pct,total_observations,avg_observations_when_present,extractability,alt_investment_use,provisional_class,merged_into,example_file_id,example_page,notes
foundation_summary,program_related_investments_paid,Program-related investments - total from Part VIII-B; NONE; 0,Total program-related investments counted in qualifying distributions for the reporting year,SRC373,4,4,4,100.0,4,1.00,high,allocator portfolio / mission-related investment analysis,CORE,,SRC373,8,Backfilled against SRC371: printed as 0/none; counted as present if explicit zero in final recompute.
investment_category,category_label,Fixed Income; Alternatives; U.S. Equity; Non-U.S. Equity; Cash and Cash Equivalents; Other Investments,Printed investment-category label,SRC371,4,4,4,100.0,33,8.25,high,allocator asset mix / investment income / valuation context,CORE,,SRC371,140,Foundation special rule applied: recurring investment/allocator data only.
investment_category,beginning_book_value,Beginning of year book value,Beginning book value for investment category when printed,SRC371,4,4,4,100.0,27,6.75,high,allocator asset mix / investment income / valuation context,CORE,,SRC371,2,Foundation special rule applied: recurring investment/allocator data only.
investment_category,ending_book_value,End of year book value,Ending book value for investment category when printed,SRC371,4,4,4,100.0,33,8.25,high,allocator asset mix / investment income / valuation context,CORE,,SRC371,"2,140",Foundation special rule applied: recurring investment/allocator data only.
investment_category,ending_fair_market_value,Fair market value,Ending fair-market value for investment category,SRC371,4,4,4,100.0,33,8.25,high,allocator asset mix / investment income / valuation context,CORE,,SRC371,"2,140",Foundation special rule applied: recurring investment/allocator data only.
investment_category,valuation_method,Alternative and Other Investments ... managers using industry guidelines,Printed valuation method/policy for category when stated,SRC371,4,4,2,50.0,2,1.00,high,allocator asset mix / investment income / valuation context,CORE,,SRC371,140,Foundation special rule applied: recurring investment/allocator data only.
investment_category,as_of_date,Value as of 12/31/24,Printed as-of date for category values,SRC371,4,4,4,100.0,4,1.00,high,allocator asset mix / investment income / valuation context,CORE,,SRC371,140,Foundation special rule applied: recurring investment/allocator data only.
program_related_investment,investment_name,AGRO AMERICA; BABBAN GONA; HOJA NUEVA; LOCUS Impact Investing; ...,Printed investee/investment name in program-related investment schedule,SRC373,4,4,2,50.0,26,13.00,high,allocator portfolio / mission-related investment analysis,EXTENSION,,SRC373,30,Central recurring investment schedule for foundations; backfilled against SRC371: no comparable PRI schedule observed.
program_related_investment,investment_type_or_purpose,program-related investment; loan/equity/purpose description when printed,Printed investment type or purpose when stated,SRC373,4,4,2,50.0,22,11.00,high,allocator portfolio / mission-related investment analysis,EXTENSION,,SRC373,30,No inference; preserve printed type/purpose only.
program_related_investment,book_value,Book Value,Book value/carrying amount of program-related investment,SRC373,4,4,2,50.0,26,13.00,high,allocator portfolio / mission-related investment analysis,EXTENSION,,SRC373,30,Backfilled against SRC371: absent.
program_related_investment,fair_market_value,Fair Market Value,Fair-market value of program-related investment,SRC373,4,4,2,50.0,26,13.00,high,allocator portfolio / mission-related investment analysis,EXTENSION,,SRC373,30,Backfilled against SRC371: absent.
program_related_investment,investment_classification,OTHER PROGRAM-RELATED INVESTMENTS; MISSION-RELATED; SOCIAL IMPACT BONDS,Printed investment-program classification or schedule family,SRC367,4,4,1,25.0,3,3.00,high,mission-related / program-related investment segmentation,DROP,program_related_investment.investment_type_or_purpose,SRC367,1329,Backfilled against SRC373/SRC372/SRC371: Packard has PRI schedule but no comparable multiple classification families; likely merge into investment_type_or_purpose at final checkpoint.
