"pair_id","decision","reason","contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status"
"PAIR_0940897D43ABB648FE999334","MERGE","neither lane is complete on this table. source_section takes the running section heading Defined Benefit Investments (Continued) printed at the top of all five pages, which A left blank on every row. source_column_label and metric_name take the printed column header in full (A), not B's truncation of Sales and Redemptions to Redemptions. as_of_date is the printed 2021; December 31 is not printed on this page. currency_scale drops the enclosing parentheses of the printed (dollars in thousands) and is blank on the percentage column, which carries no dollar scale. The Ending Fair Value Balance column closes a beginning-to-ending roll-forward, so ending_capital (B) and not nav (A). Percent of Total Fair Value is each class's share of the fund, printing the same figures the page 2 donut prints as an allocation, so allocation_observation actual_allocation and not fund_economics ownership_percentage. Values keep the printed $ and % with the gap closed; A carries them, B strips them. Totals is the fund aggregate, so subject_type portfolio.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Defined Benefit Investments (Continued)","2021 Investment Summary","Debt securities","Purchases","1","asset_class","Debt securities","","","","","","","","","","2021","","dollars in thousands","contribution","Purchases","29,143,838","","","","","","Debt securities 5,318,719 29,143,838 (28,835,389) (170,438) 5,456,730 11.98","actual","","",""
"PAIR_82BE4FB6DFDD6EB581D7A34E","MERGE","neither lane is complete on this table. source_section takes the running section heading Defined Benefit Investments (Continued) printed at the top of all five pages, which A left blank on every row. source_column_label and metric_name take the printed column header in full (A), not B's truncation of Sales and Redemptions to Redemptions. as_of_date is the printed 2021; December 31 is not printed on this page. currency_scale drops the enclosing parentheses of the printed (dollars in thousands) and is blank on the percentage column, which carries no dollar scale. The Ending Fair Value Balance column closes a beginning-to-ending roll-forward, so ending_capital (B) and not nav (A). Percent of Total Fair Value is each class's share of the fund, printing the same figures the page 2 donut prints as an allocation, so allocation_observation actual_allocation and not fund_economics ownership_percentage. Values keep the printed $ and % with the gap closed; A carries them, B strips them. Totals is the fund aggregate, so subject_type portfolio.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Defined Benefit Investments (Continued)","2021 Investment Summary","Debt securities","Sales and Redemptions","1","asset_class","Debt securities","","","","","","","","","","2021","","dollars in thousands","distribution","Sales and Redemptions","(28,835,389)","","","","","","Debt securities 5,318,719 29,143,838 (28,835,389) (170,438) 5,456,730 11.98","actual","","",""
"PAIR_6F4B3E9835CE4398D9F8EACC","MERGE","neither lane is complete on this table. source_section takes the running section heading Defined Benefit Investments (Continued) printed at the top of all five pages, which A left blank on every row. source_column_label and metric_name take the printed column header in full (A), not B's truncation of Sales and Redemptions to Redemptions. as_of_date is the printed 2021; December 31 is not printed on this page. currency_scale drops the enclosing parentheses of the printed (dollars in thousands) and is blank on the percentage column, which carries no dollar scale. The Ending Fair Value Balance column closes a beginning-to-ending roll-forward, so ending_capital (B) and not nav (A). Percent of Total Fair Value is each class's share of the fund, printing the same figures the page 2 donut prints as an allocation, so allocation_observation actual_allocation and not fund_economics ownership_percentage. Values keep the printed $ and % with the gap closed; A carries them, B strips them. Totals is the fund aggregate, so subject_type portfolio.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","document_context","1","DOCUMENT","Defined Benefit Investments (Continued)","","DOCUMENT","","1","document","2021 Annual Comprehensive Financial Report","","","","Utah Retirement Systems","","Utah Retirement Investment Fund","","","","2021","","","","","","","","Defined Benefit Investments","","","2021 Annual Comprehensive Financial Report","actual","","",""
"PAIR_D981D7959E683377CA0BE3D4","MERGE","neither lane is complete on this table. source_section takes the running section heading Defined Benefit Investments (Continued) printed at the top of all five pages, which A left blank on every row. source_column_label and metric_name take the printed column header in full (A), not B's truncation of Sales and Redemptions to Redemptions. as_of_date is the printed 2021; December 31 is not printed on this page. currency_scale drops the enclosing parentheses of the printed (dollars in thousands) and is blank on the percentage column, which carries no dollar scale. The Ending Fair Value Balance column closes a beginning-to-ending roll-forward, so ending_capital (B) and not nav (A). Percent of Total Fair Value is each class's share of the fund, printing the same figures the page 2 donut prints as an allocation, so allocation_observation actual_allocation and not fund_economics ownership_percentage. Values keep the printed $ and % with the gap closed; A carries them, B strips them. Totals is the fund aggregate, so subject_type portfolio.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Defined Benefit Investments (Continued)","2021 Investment Summary","Equities","2021 Beginning Fair Value","1","asset_class","Equities","","","","","","","","","","2021","","dollars in thousands","beginning_capital","2021 Beginning Fair Value","15,669,072","","","","","","Equities 15,669,072 4,654,716 (4,412,467) 1,001,364 16,912,685 37.14","actual","","",""
"PAIR_A4B5CB1D41180976AF29BE74","MERGE","neither lane is complete on this table. source_section takes the running section heading Defined Benefit Investments (Continued) printed at the top of all five pages, which A left blank on every row. source_column_label and metric_name take the printed column header in full (A), not B's truncation of Sales and Redemptions to Redemptions. as_of_date is the printed 2021; December 31 is not printed on this page. currency_scale drops the enclosing parentheses of the printed (dollars in thousands) and is blank on the percentage column, which carries no dollar scale. The Ending Fair Value Balance column closes a beginning-to-ending roll-forward, so ending_capital (B) and not nav (A). Percent of Total Fair Value is each class's share of the fund, printing the same figures the page 2 donut prints as an allocation, so allocation_observation actual_allocation and not fund_economics ownership_percentage. Values keep the printed $ and % with the gap closed; A carries them, B strips them. Totals is the fund aggregate, so subject_type portfolio.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Defined Benefit Investments (Continued)","2021 Investment Summary","Equities","2021 Ending Fair Value Balance","1","asset_class","Equities","","","","","","","","","","2021","","dollars in thousands","ending_capital","2021 Ending Fair Value Balance","16,912,685","","","","","","Equities 15,669,072 4,654,716 (4,412,467) 1,001,364 16,912,685 37.14","actual","","",""
"PAIR_C90FD23D472BA513C503F6D5","MERGE","neither lane is complete on this table. source_section takes the running section heading Defined Benefit Investments (Continued) printed at the top of all five pages, which A left blank on every row. source_column_label and metric_name take the printed column header in full (A), not B's truncation of Sales and Redemptions to Redemptions. as_of_date is the printed 2021; December 31 is not printed on this page. currency_scale drops the enclosing parentheses of the printed (dollars in thousands) and is blank on the percentage column, which carries no dollar scale. The Ending Fair Value Balance column closes a beginning-to-ending roll-forward, so ending_capital (B) and not nav (A). Percent of Total Fair Value is each class's share of the fund, printing the same figures the page 2 donut prints as an allocation, so allocation_observation actual_allocation and not fund_economics ownership_percentage. Values keep the printed $ and % with the gap closed; A carries them, B strips them. Totals is the fund aggregate, so subject_type portfolio.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Defined Benefit Investments (Continued)","2021 Investment Summary","Equities","Increase (Decrease) in Fair Value","1","asset_class","Equities","","","","","","","","","","2021","","dollars in thousands","unrealized_gain_loss","Increase (Decrease) in Fair Value","1,001,364","","","","","","Equities 15,669,072 4,654,716 (4,412,467) 1,001,364 16,912,685 37.14","actual","","",""
"PAIR_E5CB1E77918ADC2E7CECF43D","MERGE","neither lane is complete on this table. source_section takes the running section heading Defined Benefit Investments (Continued) printed at the top of all five pages, which A left blank on every row. source_column_label and metric_name take the printed column header in full (A), not B's truncation of Sales and Redemptions to Redemptions. as_of_date is the printed 2021; December 31 is not printed on this page. currency_scale drops the enclosing parentheses of the printed (dollars in thousands) and is blank on the percentage column, which carries no dollar scale. The Ending Fair Value Balance column closes a beginning-to-ending roll-forward, so ending_capital (B) and not nav (A). Percent of Total Fair Value is each class's share of the fund, printing the same figures the page 2 donut prints as an allocation, so allocation_observation actual_allocation and not fund_economics ownership_percentage. Values keep the printed $ and % with the gap closed; A carries them, B strips them. Totals is the fund aggregate, so subject_type portfolio.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","1","TABLE","Defined Benefit Investments (Continued)","2021 Investment Summary","Equities","Percent of Total Fair Value","1","asset_class","Equities","","","","","","","","","","2021","","","actual_allocation","Percent of Total Fair Value","37.14","%","","","","","Equities 15,669,072 4,654,716 (4,412,467) 1,001,364 16,912,685 37.14","actual","","",""
"PAIR_557A53D705A1608E78417DC9","MERGE","neither lane is complete on this table. source_section takes the running section heading Defined Benefit Investments (Continued) printed at the top of all five pages, which A left blank on every row. source_column_label and metric_name take the printed column header in full (A), not B's truncation of Sales and Redemptions to Redemptions. as_of_date is the printed 2021; December 31 is not printed on this page. currency_scale drops the enclosing parentheses of the printed (dollars in thousands) and is blank on the percentage column, which carries no dollar scale. The Ending Fair Value Balance column closes a beginning-to-ending roll-forward, so ending_capital (B) and not nav (A). Percent of Total Fair Value is each class's share of the fund, printing the same figures the page 2 donut prints as an allocation, so allocation_observation actual_allocation and not fund_economics ownership_percentage. Values keep the printed $ and % with the gap closed; A carries them, B strips them. Totals is the fund aggregate, so subject_type portfolio.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Defined Benefit Investments (Continued)","2021 Investment Summary","Equities","Purchases","1","asset_class","Equities","","","","","","","","","","2021","","dollars in thousands","contribution","Purchases","4,654,716","","","","","","Equities 15,669,072 4,654,716 (4,412,467) 1,001,364 16,912,685 37.14","actual","","",""
"PAIR_70E239B7D0A1B65CC5ED678B","MERGE","neither lane is complete on this table. source_section takes the running section heading Defined Benefit Investments (Continued) printed at the top of all five pages, which A left blank on every row. source_column_label and metric_name take the printed column header in full (A), not B's truncation of Sales and Redemptions to Redemptions. as_of_date is the printed 2021; December 31 is not printed on this page. currency_scale drops the enclosing parentheses of the printed (dollars in thousands) and is blank on the percentage column, which carries no dollar scale. The Ending Fair Value Balance column closes a beginning-to-ending roll-forward, so ending_capital (B) and not nav (A). Percent of Total Fair Value is each class's share of the fund, printing the same figures the page 2 donut prints as an allocation, so allocation_observation actual_allocation and not fund_economics ownership_percentage. Values keep the printed $ and % with the gap closed; A carries them, B strips them. Totals is the fund aggregate, so subject_type portfolio.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Defined Benefit Investments (Continued)","2021 Investment Summary","Equities","Sales and Redemptions","1","asset_class","Equities","","","","","","","","","","2021","","dollars in thousands","distribution","Sales and Redemptions","(4,412,467)","","","","","","Equities 15,669,072 4,654,716 (4,412,467) 1,001,364 16,912,685 37.14","actual","","",""
"PAIR_130E25712C1B165BD05995F7","MERGE","neither lane is complete on this table. source_section takes the running section heading Defined Benefit Investments (Continued) printed at the top of all five pages, which A left blank on every row. source_column_label and metric_name take the printed column header in full (A), not B's truncation of Sales and Redemptions to Redemptions. as_of_date is the printed 2021; December 31 is not printed on this page. currency_scale drops the enclosing parentheses of the printed (dollars in thousands) and is blank on the percentage column, which carries no dollar scale. The Ending Fair Value Balance column closes a beginning-to-ending roll-forward, so ending_capital (B) and not nav (A). Percent of Total Fair Value is each class's share of the fund, printing the same figures the page 2 donut prints as an allocation, so allocation_observation actual_allocation and not fund_economics ownership_percentage. Values keep the printed $ and % with the gap closed; A carries them, B strips them. Totals is the fund aggregate, so subject_type portfolio.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Defined Benefit Investments (Continued)","2021 Investment Summary","Private equity","2021 Beginning Fair Value","1","asset_class","Private equity","","","","","","","","","","2021","","dollars in thousands","beginning_capital","2021 Beginning Fair Value","4,535,107","","","","","","Private equity 4,535,107 1,059,436 (680,891) 1,059,954 5,973,606 13.12","actual","","",""
"PAIR_04CE49C8313F8B5DC7D6B620","MERGE","neither lane is complete on this table. source_section takes the running section heading Defined Benefit Investments (Continued) printed at the top of all five pages, which A left blank on every row. source_column_label and metric_name take the printed column header in full (A), not B's truncation of Sales and Redemptions to Redemptions. as_of_date is the printed 2021; December 31 is not printed on this page. currency_scale drops the enclosing parentheses of the printed (dollars in thousands) and is blank on the percentage column, which carries no dollar scale. The Ending Fair Value Balance column closes a beginning-to-ending roll-forward, so ending_capital (B) and not nav (A). Percent of Total Fair Value is each class's share of the fund, printing the same figures the page 2 donut prints as an allocation, so allocation_observation actual_allocation and not fund_economics ownership_percentage. Values keep the printed $ and % with the gap closed; A carries them, B strips them. Totals is the fund aggregate, so subject_type portfolio.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Defined Benefit Investments (Continued)","2021 Investment Summary","Private equity","2021 Ending Fair Value Balance","1","asset_class","Private equity","","","","","","","","","","2021","","dollars in thousands","ending_capital","2021 Ending Fair Value Balance","5,973,606","","","","","","Private equity 4,535,107 1,059,436 (680,891) 1,059,954 5,973,606 13.12","actual","","",""
